group_num	term	label
385	37325-8	LT XR Temporomandibular joint - bilateral Views
385	37338-1	LT XR Skull and Facial bones and Mandible Views
385	38774-6	LT XR Orbit - right Views
385	39058-3	LT XR Salivary gland Views
385	42159-4	LT XR Sella turcica Views
385	43529-7	LT XR Orbit and Facial bones Views
385	48697-7	LT XR Skull base Views
386	24699-1	LT RFA Femoral artery Runoff W contrast IA
386	26178-4	LT RFA Femoral artery - bilateral Runoff W contrast IA
386	26179-2	LT RFA Femoral artery - left Runoff W contrast IA
386	26180-0	LT RFA Femoral artery - right Runoff W contrast IA
387	24700-7	LT XR Femur and Tibia Views for leg length
387	39490-8	LT XR Femur and Tibia - right Views for leg length
388	24701-5	LT DXA Femur [Mass/Area] Bone density
388	80953-3	LT DXA Femur - right [Mass/Area] Bone density
388	80954-1	LT DXA Femur - left [Mass/Area] Bone density
389	24702-3	LT MR Thigh
389	26235-2	LT MR Thigh - bilateral
389	26236-0	LT MR Thigh - left
389	26237-8	LT MR Thigh - right
389	36461-2	LT MR Thigh WO contrast
389	36463-8	LT MR Thigh - left WO contrast
389	36465-3	LT MR Thigh - right WO contrast
390	24704-9	LT XR Femur Views
390	26118-0	LT XR Femur - bilateral Views
390	26120-6	LT XR Femur - left Views
390	26122-2	LT XR Femur - right Views
391	24705-6	LT MR Finger
391	26238-6	LT MR Finger - bilateral
391	26239-4	LT MR Finger - left
391	26240-2	LT MR Finger - right
391	69196-4	LT MR Finger WO contrast
391	69206-1	LT MR Finger - left WO contrast
391	69216-0	LT MR Finger - right WO contrast
392	24706-4	LT XR Finger Views
392	26124-8	LT XR Finger - bilateral Views
392	26125-5	LT XR Finger - left Views
392	26126-3	LT XR Finger - right Views
392	30780-1	LT XR Finger second Views
392	30781-9	LT XR Finger third Views
392	30782-7	LT XR Finger fourth Views
392	30783-5	LT XR Finger fifth Views
393	24707-2	LT MR Foot
393	26241-0	LT MR Foot - bilateral
393	26242-8	LT MR Foot - left
393	26243-6	LT MR Foot - right
393	30681-1	LT MR Foot WO contrast
393	36467-9	LT MR Foot - bilateral WO contrast
393	36469-5	LT MR Foot - left WO contrast
393	36471-1	LT MR Foot - right WO contrast
393	37222-7	LT MR Ankle and Foot
394	24708-0	LT XR Foot Views W standing
394	24809-6	LT XR Knee Views W standing
394	26085-1	LT XR Knee - bilateral Views W standing
394	26086-9	LT XR Knee - left Views W standing
394	26087-7	LT XR Knee - right Views W standing
394	26094-3	LT XR Foot - bilateral Views W standing
394	26095-0	LT XR Foot - left Views W standing
394	26096-8	LT XR Foot - right Views W standing
394	37201-1	LT XR Ankle Views W standing
394	37202-9	LT XR Ankle - bilateral Views W standing
394	37203-7	LT XR Ankle - left Views W standing
394	37204-5	LT XR Lower extremity Views W standing
394	37205-2	LT XR Calcaneus Views W standing
394	37206-0	LT XR Calcaneus - left Views W standing
394	37208-6	LT XR Lumbar spine Views W standing
394	37209-4	LT XR Toes - left Views W standing
394	37584-0	LT XR Great toe - left Views W standing
394	37676-4	LT XR Ankle - right Views W standing
394	37693-9	LT XR Femur - right Views W standing
394	37720-0	LT XR Calcaneus - right Views W standing
394	37823-2	LT XR Toes - right Views W standing
394	37899-2	LT XR Tibia and Fibula Views W standing
394	38124-4	LT XR Thoracic and lumbar spine Views W standing
394	38810-8	LT XR Great toe - right Views W standing
394	38845-4	LT XR Femur - left Views W standing
394	69264-0	LT XR Sacrum Views W standing
394	69275-6	LT XR Thoracic spine Views W standing
395	24709-8	LT XR Foot Views
395	26127-1	LT XR Foot - bilateral Views
395	26128-9	LT XR Foot - left Views
395	26129-7	LT XR Foot - right Views
395	30785-0	LT XR Foot Views W forced dorsiflexion
395	42399-6	LT XR Foot sesamoid bones Views
395	42400-2	LT XR Foot sesamoid bones - bilateral Views
395	42434-1	LT XR Foot sesamoid bones - right Views
395	43641-0	LT XR Foot sesamoid bones - left Views
395	51394-5	LT XR Ankle and Foot - right Views
395	51395-2	LT XR Ankle and Foot - left Views
395	98297-5	LT XR Foot cuneiform bones - right Views
395	98305-6	LT XR Foot cuneiform bones - left Views
395	98313-0	LT XR Foot cuneiform bones - bilateral Views
396	24710-6	LT MR Forearm
396	26244-4	LT MR Forearm - bilateral
396	26245-1	LT MR Forearm - left
396	26246-9	LT MR Forearm - right
396	30683-7	LT MR Forearm WO contrast
396	36474-5	LT MR Forearm - left WO contrast
396	36476-0	LT MR Forearm - right WO contrast
396	69176-6	LT MR Forearm - bilateral WO contrast
397	24715-5	LT RF Gastrointestinal tract upper Single view W contrast PO
397	30809-8	LT RF Upper gastrointestinal tract and Small bowel Single view W contrast PO
397	42469-7	LT RF Gastrointestinal tract upper and Small bowel and Gallbladder Single view W contrast PO
397	42470-5	LT RF Gastrointestinal tract upper and Gallbladder Single view W contrast PO
398	24720-5	LT MR Hand
398	26247-7	LT MR Hand - bilateral
398	26248-5	LT MR Hand - left
398	26249-3	LT MR Hand - right
398	30685-2	LT MR Hand WO contrast
398	36479-4	LT MR Hand - left WO contrast
398	36481-0	LT MR Hand - right WO contrast
398	69179-0	LT MR Hand - bilateral WO contrast
399	24721-3	LT XR Hand 2 Views
399	26388-9	LT XR Hand - bilateral 2 Views
399	26389-7	LT XR Hand - left 2 Views
399	26390-5	LT XR Hand - right 2 Views
400	24722-1	LT XR Hand 3 Views
400	26379-8	LT XR Hand - bilateral 3 Views
400	26380-6	LT XR Hand - left 3 Views
400	26381-4	LT XR Hand - right 3 Views
401	24723-9	LT XR Hand Arthritis
401	26355-8	LT XR Hand - bilateral Arthritis
401	26356-6	LT XR Hand - left Arthritis
401	26357-4	LT XR Hand - right Arthritis
402	24724-7	LT XR Wrist and Hand Bone age Views
402	26352-5	LT XR Wrist - bilateral and Hand - bilateral Bone age Views
402	26353-3	LT XR Wrist - left and Hand - left Bone age Views
402	26354-1	LT XR Wrist - right and Hand - right Bone age Views
403	24730-4	LT NM Brain Views
403	39635-8	LT NM Brain Views W Tl-201 IV
403	39643-2	LT NM Brain veins Views
403	39670-5	LT NM Lacrimal duct Views W radionuclide intra lacrimal duct
403	39747-1	LT NM Salivary gland Views
404	24748-6	LT MR Heart
404	36482-8	LT MR Heart WO contrast
404	58750-1	LT MR Heart W stress
405	24760-1	LT US Hip
405	26250-1	LT US Hip - bilateral
405	26251-9	LT US Hip - left
405	26252-7	LT US Hip - right
405	30711-6	LT US Hip developmental joint assessment
406	24761-9	LT XR Hip Single view
406	26400-2	LT XR Hip - bilateral Single view
406	26401-0	LT XR Hip - left Single view
406	26402-8	LT XR Hip - right Single view
407	24762-7	LT XR Hip Views
407	26130-5	LT XR Hip - bilateral Views
407	26131-3	LT XR Hip - left Views
407	26132-1	LT XR Hip - right Views
408	24769-2	LT CT Guidance for injection of Joint space
408	30579-7	LT CT Guidance for injection of Spine facet joint
408	90336-9	LT CT Guidance for injection of Muscle
408	90372-4	LT CT Guidance for injection of Tendon
408	90373-2	LT CT Guidance for injection of Tendon or ligament
409	24770-0	LT NM Joint Views W In-111 intrajoint
409	25032-4	LT NM Bone Views W In-111 tagged WBC IV
409	39738-0	LT NM Abdomen Views W In-111 Satumomab IV
409	39845-3	LT NM Whole body Views W In-111 Satumomab IV
409	39846-1	LT NM Unspecified body region Views W In-111 Satumomab IV
409	42708-8	LT NM Whole body Views W In-111 tiuxetan IV
409	42711-2	LT NM Whole body Views W In-111 tagged WBC IV
410	24771-8	LT RF Guidance for arthrocentesis of Joint space
410	75749-2	LT RF Guidance for fluid aspiration of Intervertebral disc
411	24772-6	LT US Guidance for biopsy of Kidney
411	26340-0	LT US Guidance for biopsy of Kidney - bilateral
411	26341-8	LT US Guidance for biopsy of Kidney - left
411	26342-6	LT US Guidance for biopsy of Kidney - right
412	24773-4	LT NM Kidney Views W radionuclide transplant scan
412	24776-7	LT NM Kidney Views
412	81607-4	LT NM Kidney cortex Views
413	24801-3	LT XR Knee Merchants
413	26283-2	LT XR Knee - bilateral Merchants
413	26284-0	LT XR Knee - left Merchants
413	26285-7	LT XR Knee - right Merchants
414	24802-1	LT MR Knee
414	26256-8	LT MR Knee - bilateral
414	26257-6	LT MR Knee - left
414	26258-4	LT MR Knee - right
414	30691-0	LT MR Knee WO contrast
414	36506-4	LT MR Knee - bilateral WO contrast
414	36508-0	LT MR Knee - left WO contrast
414	36510-6	LT MR Knee - right WO contrast
415	24804-7	LT NM Knee Views
415	26088-5	LT NM Knee - bilateral Views
415	26089-3	LT NM Knee - left Views
415	26090-1	LT NM Knee - right Views
416	24805-4	LT XR Knee AP and Lateral W standing
416	26364-0	LT XR Knee - bilateral AP and Lateral W standing
416	26365-7	LT XR Knee - left AP and Lateral W standing
416	26366-5	LT XR Knee - right AP and Lateral W standing
416	39068-2	LT XR Foot AP and Lateral W standing
416	39330-6	LT XR Ankle - bilateral AP and Lateral W standing
416	39331-4	LT XR Foot - bilateral AP and Lateral W standing
416	39332-2	LT XR Foot - left AP and Lateral W standing
416	39333-0	LT XR Lumbar spine AP and Lateral W standing
416	39368-6	LT XR Ankle - right AP and Lateral W standing
416	39374-4	LT XR Foot - right AP and Lateral W standing
416	42380-6	LT XR Ankle - left AP and Lateral W standing
417	24806-2	LT XR Knee 2 Views
417	26394-7	LT XR Knee - bilateral 2 Views
417	26395-4	LT XR Knee - left 2 Views
417	26396-2	LT XR Knee - right 2 Views
418	24807-0	LT XR Knee AP W standing
418	26358-2	LT XR Knee - bilateral AP W standing
418	26359-0	LT XR Knee - left AP W standing
418	26360-8	LT XR Knee - right AP W standing
418	37733-3	LT XR Lower extremity - right AP W standing
418	38849-6	LT XR Lower extremity - left AP W standing
418	42420-0	LT XR Pelvis AP W standing
418	44177-4	LT XR Lower extremity - bilateral AP W standing
419	24812-0	LT CT Guidance for biopsy of Liver
419	69092-5	LT CT Guidance for biopsy of Liver-- WO contrast
420	24814-6	LT CT Liver
420	30611-8	LT CT Liver WO contrast
421	24817-9	LT SPECT Liver W Tc-99m IV
421	39631-7	LT SPECT Brain W Tc-99m HMPAO IV
421	39640-8	LT SPECT Brain W Tc-99m DTPA IV
421	39641-6	LT SPECT Brain W Tc-99m glucoheptonate IV
421	39647-3	LT SPECT Heart W Tc-99m Tetrofosmin IV
421	39691-1	LT SPECT Liver W Tc-99m tagged RBC IV
421	39743-0	LT SPECT Prostate W Tc-99m capromab pendatide IV
421	39851-1	LT SPECT Kidney - bilateral W Tc-99m Mertiatide IV
421	41837-6	LT SPECT Whole body W Tc-99m Arcitumomab IV
421	44151-9	LT SPECT Heart W Tc-99m Sestamibi IV
421	44152-7	LT SPECT Brain W Tc-99m bicisate IV
421	44153-5	LT SPECT Kidney W Tc-99m glucoheptonate IV
421	69229-3	LT SPECT Liver W Tc-99m SC IV
421	69234-3	LT SPECT Spleen W Tc-99m tagged RBC IV
421	81558-9	LT SPECT Brain W Tc-99m IV
422	24818-7	LT US Diaphragm and Liver
422	28614-6	LT US Liver
423	24821-1	LT MR Lower leg
423	30869-2	LT MR Lower leg WO contrast
423	36075-0	LT MR Lower leg - left
423	36076-8	LT MR Lower leg - right
423	36539-5	LT MR Lower leg - left WO contrast
423	36541-1	LT MR Lower leg - right WO contrast
423	42696-5	LT MR Lower leg - bilateral
423	69185-7	LT MR Lower leg - bilateral WO contrast
424	24826-0	LT NM Lymphatic vessels Views W radionuclide intra lymphatic
424	25031-6	LT NM Bone Views
424	39626-7	LT NM Vein - bilateral Views
424	39824-8	LT NM Bone marrow Views
424	39939-4	LT NM Joint Views
424	43501-6	LT NM Vessel Views
424	81593-6	LT NM Lymph node Views
424	81594-4	LT NM Lymph node - bilateral Views
425	24837-7	LT CT Guidance for fluid aspiration of Neck
425	25043-1	LT CT Guidance for fluid aspiration of Unspecified body region
425	35886-1	LT CT Guidance for fluid aspiration of Breast
425	88317-3	LT CT Guidance for fluid aspiration of Chest
426	24838-5	LT CT Guidance for biopsy of Neck
426	25044-9	LT CT Guidance for biopsy of Unspecified body region
426	35892-9	LT CT Guidance for biopsy of Head
426	35893-7	LT CT Guidance for biopsy of Breast
426	35895-2	LT CT Guidance for biopsy of Chest
426	35911-7	LT CT Guidance for biopsy of Chest-- WO contrast
426	46290-3	LT CT Guidance for biopsy of Unspecified body region-- WO contrast
427	24843-5	LT XR Neck Lateral
427	39051-8	LT XR Chest Lateral
428	24864-1	LT CT Guidance for biopsy of Pelvis
428	69094-1	LT CT Guidance for biopsy of Pelvis-- WO contrast
429	24865-8	LT CT Pelvis
429	30615-9	LT CT Pelvis WO contrast
429	46329-9	LT CT Pelvis W reduced contrast volume IV
430	24867-4	LT MR Pelvis
430	30673-8	LT MR Pelvis WO contrast
431	24872-4	LT MR Pelvis and Hip
431	26259-2	LT MR Pelvis and Hip - bilateral
431	26260-0	LT MR Pelvis and Hip - left
431	26261-8	LT MR Pelvis and Hip - right
431	30671-2	LT MR Pelvis and Hip WO contrast
431	30866-8	LT MR Lumbosacral plexus
431	36031-3	LT MR Sacroiliac Joint
431	36059-4	LT MR Sacrum
431	36060-2	LT MR Sacrum and Coccyx
431	36073-5	LT MR Scrotum and testicle
431	36502-3	LT MR Sacroiliac Joint WO contrast
431	36521-3	LT MR Sacrum WO contrast
431	36522-1	LT MR Sacrum and Coccyx WO contrast
431	36535-3	LT MR Scrotum and testicle WO contrast
431	91525-6	LT MR Chest and Abdomen and Pelvis WO contrast
431	91596-7	LT MR Sacrum and Sacroiliac joint WO contrast
431	97391-7	LT MR Abdomen and Pelvis WO contrast
432	24876-5	LT NM Head to Pelvis Views for shunt patency W Tc-99m DTPA IT
432	44149-3	LT NM Abdomen and Pelvis Views for shunt patency W Tc-99m MAA inj
433	24881-5	LT US Popliteal space
433	38013-9	LT US Lower extremity - bilateral
433	38040-2	LT US Lower extremity - left
434	24882-3	LT RFA Guidance for percutaneous transluminal angioplasty of Popliteal artery-- W contrast IA
434	69248-3	LT RFA Guidance for percutaneous transluminal angioplasty of Renal artery-- W contrast IA
434	69252-5	LT RFA Guidance for percutaneous transluminal angioplasty of Pulmonary arteries-- W contrast IA
434	69301-0	LT RFA Guidance for percutaneous transluminal angioplasty of Upper extremity vein-- W contrast IV
435	24894-8	LT RF Rectum and Urinary bladder Views W contrast PR and intra bladder during defecation and voiding
435	38092-3	LT RF Urinary bladder Views W chain and contrast intra bladder
435	43559-4	LT RF Urinary bladder and Urethra Views W contrast intra bladder during voiding
436	24896-3	LT US Guidance for drainage and placement of drainage catheter of Kidney
436	26328-5	LT US Guidance for drainage and placement of drainage catheter of Kidney - bilateral
436	26329-3	LT US Guidance for drainage and placement of drainage catheter of Kidney - left
436	26330-1	LT US Guidance for drainage and placement of drainage catheter of Kidney - right
437	24901-1	LT CT Guidance for injection of Sacroiliac Joint
437	26319-4	LT CT Guidance for injection of Sacroiliac joint - bilateral
437	26320-2	LT CT Guidance for injection of Sacroiliac joint - left
437	26321-0	LT CT Guidance for injection of Sacroiliac joint - right
438	24905-2	LT MR Shoulder
438	26266-7	LT MR Shoulder - bilateral
438	26268-3	LT MR Shoulder - left
438	26270-9	LT MR Shoulder - right
438	30693-6	LT MR Shoulder WO contrast
438	36525-4	LT MR Shoulder - bilateral WO contrast
438	36528-8	LT MR Shoulder - right WO contrast
438	38834-8	LT MR Shoulder - left WO contrast
439	24907-8	LT US Shoulder
439	26265-9	LT US Shoulder - bilateral
439	26267-5	LT US Shoulder - left
439	26269-1	LT US Shoulder - right
440	24908-6	LT XR Shoulder 3 Views
440	26382-2	LT XR Shoulder - bilateral 3 Views
440	26383-0	LT XR Shoulder - left 3 Views
440	26384-8	LT XR Shoulder - right 3 Views
441	24909-4	LT XR Shoulder Views
441	26157-8	LT XR Shoulder - bilateral Views
441	26158-6	LT XR Shoulder - left Views
441	26159-4	LT XR Shoulder - right Views
442	24911-0	LT RF Shunt Views
442	38094-9	LT RF Spinal cavity Views W contrast
443	24913-6	LT CT Sinuses limited
443	36937-1	LT CT Maxillofacial region limited
443	36938-9	LT CT Maxillofacial region limited WO contrast
443	44116-2	LT CT Mandible limited
443	46304-2	LT CT Sinuses limited WO contrast
444	24919-3	LT XR Skull AP and Lateral
444	36711-0	LT XR Mandible AP and Lateral
445	24921-9	LT XR Skull Waters
445	37613-7	LT XR Orbit - bilateral Waters
445	37863-8	LT XR Sinuses Waters
446	24922-7	LT XR Skull 5 Views
446	36675-7	LT XR Facial bones 5 Views
446	36890-2	LT XR Mastoid 5 Views
446	37350-6	LT XR Temporomandibular joint - bilateral 5 Views
446	37856-2	LT XR Sinuses 5 Views
447	24931-8	LT RF Guidance for injection of Spine facet joint
447	26322-8	LT RF Guidance for injection of Spine facet joint - bilateral
447	26323-6	LT RF Guidance for injection of Spine facet joint - left
447	26324-4	LT RF Guidance for injection of Spine facet joint - right
447	36771-4	LT RF Guidance for injection of Joint
447	37494-2	LT RF Guidance for injection of Tendon
448	24932-6	LT CT Cervical spine
448	24963-1	LT CT Lumbar spine
448	30592-0	LT CT Cervical spine WO contrast
448	30620-9	LT CT Lumbar spine WO contrast
448	37232-6	LT CT Spine lumbosacral junction
448	37288-8	LT CT Spine lumbosacral junction WO contrast
448	82690-9	LT CT Head and Cervical spine WO contrast
448	82697-4	LT CT Spine Lumbar and Sacrum WO contrast
448	83305-3	LT CT Spine Cervical and Spine Lumbar WO contrast
448	86991-7	LT CT Head and Maxillofacial region and Cervical spine WO contrast
449	24935-9	LT MR Cervical spine
449	24936-7	LT MR Cervical spine W anesthesia
449	24968-0	LT MR Lumbar spine
449	24977-1	LT MR Lumbar spine W anesthesia
449	30667-0	LT MR Cervical spine WO contrast
449	30679-5	LT MR Lumbar spine WO contrast
449	91717-9	LT MR Spine Lumbar and Sacrum WO contrast
450	24939-1	LT XR Cervical spine 5 Views
450	30797-5	LT XR Lumbar spine 5 Views
450	37351-4	LT XR Pelvis and Spine Lumbar 5 Views
450	37353-0	LT XR Spine Lumbar and Sacroiliac Joint 5 Views
450	37355-5	LT XR Spine Lumbar and Sacrum 5 Views
450	37356-3	LT XR Spine Lumbar and Sacrum and Coccyx 5 Views
450	37357-1	LT XR Lumbar spine and Sacrum and SI joint and Coccyx 5 Views
451	24941-7	LT XR Cervical spine 3 Views
451	30775-1	LT XR Lumbar spine 3 Views
451	37256-5	LT XR Pelvis and Spine Lumbar 3 Views
451	37257-3	LT XR Spine Lumbar and Sacroiliac Joint 3 Views
451	37259-9	LT XR Spine Lumbar and Sacrum 3 Views
451	37260-7	LT XR Spine Lumbar and Sacrum and Coccyx 3 Views
451	37261-5	LT XR Lumbar spine and Sacrum and SI joint and Coccyx 3 Views
452	24943-3	LT XR Cervical spine Lateral
452	24969-8	LT XR Lumbar spine Lateral
452	36997-5	LT XR Cervical spine Lateral W extension
452	36998-3	LT XR Cervical spine Lateral W flexion
452	98328-8	LT XR Spine thoracolumbar junction Lateral
453	24945-8	LT XR Cervical spine Views W flexion and W extension
453	24971-4	LT XR Lumbar spine Views W flexion and W extension
453	43481-1	LT XR Joint Views W flexion and W extension
454	24946-6	LT XR Cervical spine Views
454	24972-2	LT XR Lumbar spine Views
454	24975-5	LT XR Spine.lumbar and Sacroiliac joint - bilateral Views
454	37340-7	LT XR Spine Lumbar and Sacrum Views
454	37341-5	LT XR Spine Lumbar and Sacrum and Coccyx Views
454	37342-3	LT XR Lumbar spine and Sacrum and SI joint and Coccyx Views
454	37975-0	LT XR Spine thoracolumbar junction Views
454	43781-4	LT XR Spine cervicothoracic junction Views
454	46340-6	LT XR Spine lumbosacral junction Views
454	47984-0	LT XR Pelvis and Spine Lumbar Views
455	24948-2	LT XR Spine Cervical Odontoid and Cervical axis AP
455	30725-6	LT XR Cervical spine AP
455	30777-7	LT XR Lumbar spine AP
455	42378-0	LT XR Lumbar spine AP W left bending
455	42379-8	LT XR Lumbar spine AP W right bending
455	98329-6	LT XR Spine thoracolumbar junction AP
456	24980-5	LT MR Thoracic spine
456	30854-4	LT MR Cervical and thoracic and lumbar spine WO contrast
456	35947-1	LT MR Thoracic and abdominal aorta
456	35950-5	LT MR Thoracic Aorta
456	36532-0	LT MR Thoracic spine WO contrast
456	42698-1	LT MR Cervical and thoracic and lumbar spine
456	43457-1	LT MR Cervical and thoracic spine
457	24983-9	LT XR Thoracic spine Views
457	37481-9	LT XR Cervical and thoracic spine Views
457	38008-9	LT XR Cervical and thoracic and lumbar spine Views
457	42692-4	LT XR Thoracic and lumbar spine Views
458	24984-7	LT XR Thoracic and lumbar spine 2 Views
458	37905-7	LT XR Thoracic spine 2 Views
458	43784-8	LT XR Cervical and thoracic and lumbar spine 2 Views
459	25006-8	LT XR Thumb Views
459	26115-6	LT XR Upper extremity - bilateral Views
459	26116-4	LT XR Upper extremity - left Views
459	26117-2	LT XR Upper extremity - right Views
459	28567-6	LT XR Humerus Views
460	25007-6	LT NM Thyroid gland Views W I-131 IV
460	39624-2	LT NM Adrenal gland Views W I-131 NP59 IV
460	39698-6	LT NM Whole body Views W I-131 MIBG IV
460	39841-2	LT NM Unspecified body region Views W I-131 MIBG IV
460	39850-3	LT NM Kidney - bilateral Views W I-131 IV
460	39857-8	LT NM Adrenal gland Views W I-131 MIBG IV
461	25008-4	LT NM Thyroid gland Views and Views uptake W I-131 IV
461	69236-8	LT NM Thyroid gland Views and Views uptake W I-131 PO
462	25011-8	LT XR Tibia and Fibula Views
462	26164-4	LT XR Tibia and Fibula - left Views
462	26165-1	LT XR Tibia and Fibula - right Views
463	25013-4	LT XR Toes Views
463	26166-9	LT XR Toes - bilateral Views
463	26167-7	LT XR Toes - left Views
463	26168-5	LT XR Toes - right Views
464	25018-3	LT NM Urinary bladder Views
464	81605-8	LT NM Ureter and Urinary bladder Views
465	25019-1	LT US Urinary bladder
465	69388-7	LT US Urinary bladder post void
465	69402-6	LT US Kidney - bilateral and Urinary bladder
466	25022-5	LT RF Uterus and Fallopian tubes Views W contrast IU
466	75853-2	LT RF Vagina Views W contrast VG
467	25024-1	LT RFA Guidance for placement of peripherally-inserted central venous catheter in Vein
467	26304-6	LT RFA Guidance for placement of peripherally-inserted central venous catheter in Vein - bilateral
467	26305-3	LT RFA Guidance for placement of peripherally-inserted central venous catheter in Vein - left
467	26306-1	LT RFA Guidance for placement of peripherally-inserted central venous catheter in Vein - right
468	25027-4	LT Guidance for placement of large bore CV catheter in Vein
468	26307-9	LT Guidance for placement of large bore CV catheter in Vein - bilateral
468	26308-7	LT Guidance for placement of large bore CV catheter in Vein - left
468	26309-5	LT Guidance for placement of large bore CV catheter in Vein - right
469	25033-2	LT MR Wrist
469	26277-4	LT MR Wrist - bilateral
469	26279-0	LT MR Wrist - left
469	26281-6	LT MR Wrist - right
469	36008-1	LT MR Wrist and Hand
469	37460-3	LT MR Wrist WO contrast
469	37462-9	LT MR Wrist - bilateral WO contrast
469	37464-5	LT MR Wrist - left WO contrast
469	37466-0	LT MR Wrist - right WO contrast
469	69209-5	LT MR Wrist - left and Hand - left
469	69219-4	LT MR Wrist - right and Hand - right
470	25039-9	LT CT Unspecified body region limited
470	36087-5	LT CT Head limited
470	36089-1	LT CT Chest limited
470	36090-9	LT CT Extremity limited
470	36104-8	LT CT Head limited WO contrast
470	47366-0	LT CT Chest limited WO contrast
470	89853-6	LT CT Unspecified body region limited WO contrast
471	25059-7	LT US Guidance for biopsy of Unspecified body region
471	37915-6	LT US Guidance for biopsy of Chest
471	37918-0	LT US Guidance for biopsy of Neck
472	25064-7	LT RFA Vessel Views for angioplasty W contrast IA
472	30648-0	LT RFA Peripheral artery Views for angioplasty W contrast IA
473	25065-4	LT RF 15 minutes
473	25066-2	LT RF 30 minutes
473	25067-0	LT RF 45 minutes
473	25068-8	LT RF 1 hour
473	30642-3	LT RF Unspecified body region Single view
473	42702-1	LT RF Greater than 1 hour
473	42703-9	LT RF Less than 1 hour
473	43471-2	LT RF 2 hour
473	43472-0	LT RF 90 minutes
474	25069-6	LT RF Guidance for biopsy of Unspecified body region
474	35894-5	LT RF Guidance for biopsy of Chest
474	41803-8	LT RF Guidance for biopsy of Breast
475	25077-9	LT RFA Guidance for placement of catheter in Hepatic artery-- W contrast IA
475	41801-2	LT RFA Guidance for placement of catheter in Portal vein-- W contrast IV
476	25080-3	LT RFA Renal vein - bilateral Views for renin sampling W contrast IV
476	43783-0	LT RFA Renal vein Views for renin sampling W contrast IV
477	26100-8	LT XR Calcaneus - bilateral Views
477	26133-9	LT XR Acetabulum - bilateral Views
477	36638-5	LT XR Patella - bilateral Views
477	98314-8	LT XR Forefoot - bilateral Views
478	26101-6	LT XR Calcaneus - left Views
478	26134-7	LT XR Acetabulum - left Views
478	36639-3	LT XR Patella - left Views
478	98306-4	LT XR Forefoot - left Views
479	26102-4	LT XR Calcaneus - right Views
479	26114-9	LT XR Lower extremity - right Views
479	26135-4	LT XR Acetabulum - right Views
479	37777-0	LT XR Patella - right Views
479	98298-3	LT XR Forefoot - right Views
480	26146-1	LT XR Radius and Ulna - bilateral Views
480	26148-7	LT XR Radius and Ulna - left Views
480	26150-3	LT XR Radius and Ulna - right Views
481	26160-2	LT XR Thumb - bilateral Views
481	37062-7	LT XR Humerus - bilateral Views
482	26161-0	LT XR Thumb - left Views
482	36632-8	LT XR Humerus - left Views
482	37332-4	LT XR Olecranon - left Views
483	26162-8	LT XR Thumb - right Views
483	37738-2	LT XR Humerus - right Views
483	38798-5	LT XR Olecranon - right Views
484	26175-0	LT MG Breast - bilateral Screening
484	26176-8	LT MG Breast - left Screening
484	26177-6	LT MG Breast - right Screening
484	46356-2	LT MG Breast - unilateral Screening
485	26214-7	LT US Breast - bilateral
485	26215-4	LT US Breast - left
485	26216-2	LT US Breast - right
486	26223-8	LT US Extremity - bilateral
486	26225-3	LT US Extremity - left
486	26230-3	LT US Extremity - right
486	30709-0	LT US Lower extremity
486	30710-8	LT US Upper extremity
487	26224-6	LT CT Extremity - bilateral
487	26226-1	LT CT Extremity - left
487	26231-1	LT CT Extremity - right
487	30625-8	LT CT Lower extremity WO contrast
487	30627-4	LT CT Upper extremity WO contrast
487	35971-1	LT CT Lower extremity
487	35981-0	LT CT Upper extremity
487	69104-8	LT CT Extremity - left WO contrast
487	69111-3	LT CT Extremity - right WO contrast
488	26232-9	LT MR Upper extremity - bilateral
488	26233-7	LT MR Upper extremity - left
488	26234-5	LT MR Upper extremity - right
488	36459-6	LT MR Upper extremity - right WO contrast
488	38832-2	LT MR Upper extremity - left WO contrast
488	69188-1	LT MR Upper extremity - bilateral WO contrast
489	26286-5	LT US Breast - bilateral limited
489	26288-1	LT US Breast - left limited
489	26290-7	LT US Breast - right limited
490	26287-3	LT MG Breast - bilateral Limited Views
490	26289-9	LT MG Breast - left Limited Views
490	26291-5	LT MG Breast - right Limited Views
491	26313-7	LT US Guidance for needle localization of Breast - bilateral
491	26314-5	LT US Guidance for needle localization of Breast - left
491	26318-6	LT US Guidance for needle localization of Breast - right
492	26315-2	LT MG Guidance for needle localization of mass of Breast - bilateral
492	26316-0	LT MG Guidance for needle localization of mass of Breast - left
492	26317-8	LT MG Guidance for needle localization of mass of Breast - right
493	26325-1	LT US Guidance for drainage and placement of drainage catheter of Extremity - bilateral
493	26326-9	LT US Guidance for drainage and placement of drainage catheter of Extremity - left
493	26327-7	LT US Guidance for drainage and placement of drainage catheter of Extremity - right
494	26334-3	LT MG Guidance for percutaneous biopsy.core needle of Breast - bilateral
494	26335-0	LT MG Guidance for percutaneous biopsy.core needle of Breast - left
494	26336-8	LT MG Guidance for percutaneous biopsy.core needle of Breast - right
495	26337-6	LT MG Guidance for biopsy of Breast - bilateral
495	26338-4	LT MG Guidance for biopsy of Breast - left
495	26339-2	LT MG Guidance for biopsy of Breast - right
496	26343-4	LT MG Guidance for aspiration of cyst of Breast - bilateral
496	26344-2	LT MG Guidance for aspiration of cyst of Breast - left
496	26345-9	LT MG Guidance for aspiration of cyst of Breast - right
