	NODE_ID	PARENT_ID	FK_ID	PART	HIERARCHY_ID	parent_part_id
19161	14060680	14060679	LP147517-9	(Acer negundo+Betula verrucosa+Quercus alba+Ulmus americana+Juglans californica) Ab.IgE	3	LP28620-0
19162	14060704	14060703	LP147518-7	(Cottonwood+Elm+Maple+Oak+Pecan tree) Ab.IgE	3	LP18761-4
19163	14060686	14060685	LP147519-5	(Juniperus sabinoides+Quercus alba+Ulmus americana+Populus deltoides+Prosopis juliflora) Ab.IgE	3	LP213724-0
19164	14060706	14060705	LP147520-3	(Platanus occidentalis+Populus deltoides+Quercus alba+Salix caprea+Ulmus americana) Ab.IgE	3	LP18762-2
19165	14060690	14060689	LP147521-1	(Alnus incana+Corylus avellana+Ulmus americana+Salix caprea+Populus deltoides) Ab.IgE	3	LP14420-1
19166	14060692	14060691	LP147522-9	(Acer negundo+Betula verrucosa+Fagus grandifolia+Quercus alba+Juglans californica) Ab.IgE	3	LP14423-5
19167	14060694	14060693	LP147523-7	(Olea europaea+Salix caprea+Pinus strobus+Eucalyptus spp+Acacia longifolia+Melaleuca leucadendron) Ab.IgE	3	LP18765-5
19168	14060698	14060697	LP147524-5	(Alnus incana+Betula verrucosa+Corylus avellana+Quercus alba+Salix caprea) Ab.IgE	3	LP14426-8
19169	14060696	14060695	LP147525-2	(Acer negundo+Betula verrucosa+Corylus avellana+Quercus alba+Platanus acerifolia) Ab.IgE	3	LP18767-1
19170	14060708	14060707	LP147526-0	(Ambrosia elatior+Artemisia vulgaris+Chenopodium album+Plantago lanceolata+Salsola kali) Ab.IgE	3	LP13924-3
19171	14060710	14060709	LP147527-8	(Ambrosia psilostachya+Artemisia vulgaris+Atriplex lentiformis+Chenopodium album+Plantago lanceolata) Ab.IgE	3	LP13975-5
19172	14060712	14060711	LP147528-6	(Artemisia vulgaris+Chenopodium album+Plantago lanceolata+Solidago virgaurea+Urtica dioica) Ab.IgE	3	LP28694-5
19173	14060714	14060713	LP147529-4	(Ambrosia elatior+Artemisia vulgaris+Chrysanthemum leucathemum+Taraxacum vulgare+Solidago virgaurea) Ab.IgE	3	LP18769-7
19174	14060716	14060715	LP147530-2	(Plantago lanceolata+Chenopodium album+Salsola kali+Rumex acetosella) Ab.IgE	3	LP18771-3
19175	14060718	14060717	LP147531-0	(Chrysanthemum leucanthemum+Taraxacum vulgare+Plantago lanceolata+Chenopodium album+Solidago virgaurea) Ab.IgE	3	LP18772-1
19176	14060165	14060164	LP147532-8	Levisticum officinale Ab.IgE	3	LP18715-0
19177	14059862	14059861	LP147533-6	Elettaria cardamomum Ab.IgE	3	LP18717-6
19178	14060171	14060170	LP147534-4	Mace Ab.IgE	3	LP18718-4
19179	14057811	14057810	LP147535-1	Gasterophilus intestinalis Ab.IgE	3	LP18731-7
19180	14059646	14059645	LP147536-9	Betula verrucosa Ab.IgE	3	LP37276-0
19181	14059418	14059417	LP147537-7	Alnus incana Ab.IgE	3	LP18758-0
19182	14059483	14059482	LP147538-5	Platanus acerifolia Ab.IgE	3	LP13973-0
19183	14057689	14057688	LP147539-3	Trogoderma angustum Ab.IgE	3	LP18773-9
19184	14059456	14059455	LP147540-1	Cedar italian Ab.IgE	3	LP18774-7
19185	14057696	14057695	LP147541-9	Simulium venustum Ab.IgE	3	LP18775-4
19186	14057773	14057772	LP147542-7	Vespa crabro Ab.IgE	3	LP14000-1
19187	14059987	14059986	LP147543-5	Cuminum cyminum Ab.IgE	3	LP113483-4
19188	14057949	14057929	LP147544-3	Gelatin bovine Ab.IgE	3	LP30682-6
19189	14058064	14058063	LP147545-0	Gelatin porcine Ab.IgE	3	LP18854-7
19190	14059537	14059536	LP147546-8	Broussonetia papyrifera Ab.IgE	3	LP18855-4
19191	14057412	14057411	LP147547-6	Pheasant Ab.IgE	3	LP18856-2
19192	14058570	14058569	LP147548-4	Benzene ring Ab.IgE	3	LP18903-2
19193	14058803	14058802	LP147549-2	Boysenberry Ab.IgE	3	LP18910-7
19194	14057276	14057274	LP147550-0	Canary droppings Ab.IgE	3	LP14359-1
19195	14057964	14057963	LP147551-8	Cefuroxime Ab.IgE	3	LP32648-5
19196	14057962	14057961	LP147552-6	cefTRIAXone Ab.IgE	3	LP15260-0
19197	14058292	14058291	LP147553-4	Coccidioides immitis Ab.IgE	3	LP14437-5
19198	14059928	14059927	LP147554-2	Coriandrum sativum Ab.IgE	3	LP18927-1
19199	14057367	14057366	LP147555-9	Finch droppings Ab.IgE	3	LP38171-2
19200	14059168	14059167	LP147556-7	Stenotaphrum secundatum Ab.IgE	3	LP18966-9
19201	14059242	14059241	LP147557-5	Elymus triticoides Ab.IgE	3	LP19399-2
19202	14058316	14058315	LP147558-3	Helminth Ab.IgE	3	LP14818-6
19203	14058318	14058317	LP147559-1	Histoplasma capsulatum Ab.IgE	3	LP16650-1
19204	14058633	14058625	LP147560-9	Isocyanate Ab.IgE	3	LP18984-2
19205	14057144	14057142	LP147561-7	Lactoglobulin Ab.IgE	3	LP38795-8
19206	14058649	14058648	LP147562-5	Latex Ab.IgE	3	LP38806-3
19207	14058655	14058654	LP147563-3	Latex Bencard Ab.IgE	3	LP17490-1
19208	14058662	14058657	LP147564-1	Latex glove extract Ab.IgE	3	LP17180-8
19209	14058659	14058658	LP147565-8	Latex glove extract ammoniated Ab.IgE	3	LP17212-9
19210	14058661	14058660	LP147566-6	Latex glove extract buffered Ab.IgE	3	LP17213-7
19211	14057566	14057565	LP147567-4	Lumpfish roe Ab.IgE	3	LP18994-1
19212	14060193	14060192	LP147568-2	Monosodium glutamate Ab.IgE	3	LP19151-7
19213	14058418	14058417	LP147569-0	Penicillium roqueforti Ab.IgE	3	LP16736-8
19214	14058432	14058431	LP147570-8	Phoma sp Ab.IgE	3	LP39358-4
19215	14057424	14057423	LP147571-6	Pigeon serum Ab.IgE	3	LP39392-3
19216	14060185	14060184	LP147572-4	Ragweed marsh Ab.IgE	3	LP19206-9
19217	14058975	14058974	LP147573-2	Raisin Ab.IgE	3	LP19207-7
19218	14060761	14060760	LP147574-0	Red dye Ab.IgE	3	LP19208-5
19219	14057595	14057594	LP147575-7	Redfish Ab.IgE	3	LP19209-3
19220	14057602	14057597	LP147576-5	Salmo salar roe Ab.IgE	3	LP13958-1
19221	14058082	14058081	LP147577-3	sulfADIAZINE Ab.IgE	3	LP16339-1
19222	14058084	14058083	LP147578-1	Sulfalazine Ab.IgE	3	LP19228-3
19223	14058086	14058085	LP147579-9	Sulfamedraxozole Ab.IgE	3	LP19229-1
19224	14058090	14058089	LP147580-7	sulfiSOXAZOLE Ab.IgE	3	LP15603-1
19225	14057677	14057676	LP147581-5	Whitefish roe Ab.IgE	3	LP19247-3
19226	14060793	14060792	LP147582-3	Yellow dye Ab.IgE	3	LP19249-9
19227	14058249	14058248	LP147583-1	Blastomyces dermatitidis Ab.IgE	3	LP14386-4
19228	14057960	14057959	LP147584-9	cefOXitin Ab.IgE	3	LP15205-5
19229	14058102	14058101	LP147585-6	Trimethoprim Ab.IgE	3	LP15010-9
19230	14057317	14057316	LP147586-4	Cockatiel serum Ab.IgE	3	LP19288-7
19231	14058564	14058563	LP147587-2	Triplochiton scleroxylon Ab.IgE	3	LP14168-6
19232	14059803	14059802	LP147588-0	Beet Ab.IgE	3	LP37258-8
19233	14059036	14059035	LP147589-8	Lathyrus sativus Ab.IgE	3	LP20839-4
19234	14056944	14056943	LP147590-6	Cat serum albumin Ab.IgE	3	LP14175-1
19235	14057955	14057954	LP147591-4	Cefaclor Ab.IgE	3	LP37574-8
19236	14057294	14057293	LP147592-2	Chicken droppings Ab.IgE	3	LP96187-7
19237	14057341	14057340	LP147593-0	Coralbumin Ab.IgE	3	LP14179-3
19238	14058584	14058583	LP147594-8	Cotton fibers Ab.IgE	3	LP14180-1
19239	14057007	14057006	LP147595-5	Dog serum albumin Ab.IgE	3	LP14181-9
19240	14060045	14060044	LP147596-3	Trigonella foenum-graecum Ab.IgE	3	LP14182-7
19241	14057022	14057021	LP147597-1	Fox epithelium Ab.IgE	3	LP14183-5
19242	14057548	14057547	LP147598-9	Merluccius merluccius Ab.IgE	3	LP14184-3
19243	14058624	14058623	LP147599-7	Hexahydrophthalic anhydride Ab.IgE	3	LP14185-0
19244	14057051	14057050	LP147600-3	Horse meat Ab.IgE	3	LP14186-8
19245	14058869	14058868	LP147601-1	Artocarpus heterophyllus Ab.IgE	3	LP14187-6
19246	14058694	14058693	LP147602-9	Maleic anhydride Ab.IgE	3	LP14189-2
19247	14057577	14057576	LP147603-7	Tenebrio mollitor Ab.IgE	3	LP14190-0
19248	14058698	14058697	LP147604-5	Methyltetrahydrophthalic anhydride Ab.IgE	3	LP14191-8
19249	14057186	14057185	LP147605-2	Mouse epithelium+Serum proteins+Urine proteins Ab.IgE	3	LP32527-1
19250	14057219	14057218	LP147606-0	Rat epithelium+Serum proteins+Urine proteins Ab.IgE	3	LP32528-9
19251	14058983	14058982	LP147607-8	Ribes sylvestre Ab.IgE	3	LP14472-2
19252	14060354	14060353	LP147608-6	Crocus sativus Ab.IgE	3	LP14473-0
19253	14057175	14057174	LP147609-4	Sheep milk Ab.IgE	3	LP14474-8
19254	14057177	14057176	LP147610-2	Sheep whey Ab.IgE	3	LP14475-5
19255	14058731	14058730	LP147611-0	Silk waste Ab.IgE	3	LP14476-3
19256	14057257	14057256	LP147612-8	Swine serum albumin Ab.IgE	3	LP14477-1
19257	14057987	14057986	LP147613-6	Clostridium tetani toxoid Ab.IgE	3	LP14478-9
19258	14060052	14060051	LP147614-4	Chamerion angustifolium Ab.IgE	3	LP19525-2
19259	14058175	14058174	LP147615-1	Ascaris lumbricoides Ab.IgE	3	LP16671-7
19260	14059287	14059286	LP147616-9	Fraxinus nigra Ab.IgE	3	LP19576-5
19261	14059415	14059414	LP147617-7	Fraxinus pennsylvanica Ab.IgE	3	LP19522-9
19262	14059811	14059810	LP147618-5	Bean black Ab.IgE	3	LP37241-4
19263	14057493	14057492	LP147619-3	Carp Ab.IgE	3	LP19537-7
19264	14059713	14059712	LP147620-1	Cedar white Ab.IgE	3	LP19546-8
19265	14060434	14060433	LP147621-9	Clover sweet Ab.IgE	3	LP19539-3
19266	14058449	14058448	LP147622-7	Saccharopolyspora rectivirgula Ab.IgE	3	LP39651-2
19267	14059481	14059480	LP147624-3	(Pinus contorta+Pinus ponderosa ) Ab.IgE	3	LP19526-0
19268	14058971	14058970	LP147625-0	Punica granatum Ab.IgE	3	LP19529-4
19269	14059737	14059736	LP147626-8	Populus alba Ab.IgE	3	LP17578-3
19270	14060784	14060783	LP147627-6	Wheat dust Ab.IgE	3	LP19551-8
19271	14060626	14060625	LP147628-4	(Avena sativa+Hordeum vulgare+Oryza sativa+Secale cereale+Triticum aestivum+Zea mays) Ab.IgE	3	LP13980-5
19272	14058133	14058132	LP147629-2	(Blatella germanica+Dermatophagoides farinae+Dermatophagoides pteronyssinus+House dust Hollister Stier) Ab.IgE	3	LP13992-0
19273	14060683	14060682	LP147630-0	(Acer negundo+Quercus alba+Ulmus americana+Populus deltoides+Carya illinoinensis) Ab.IgE	3	LP173673-7
19274	14057893	14057892	LP147631-8	(Cat dander+Cow dander+Dog dander+Horse dander) Ab.IgE	3	LP14325-2
19275	14057906	14057905	LP147632-6	(Chicken feather+Duck feather+Goose feather+Parrot feather) Ab.IgE	3	LP13961-5
19276	14058546	14058545	LP147633-4	(Alternaria alternata+Aspergillus fumigatus+Cladosporium herbarum+Penicillium notatum) Ab.IgE	3	LP13945-8
19277	14060553	14060552	LP147634-2	(Arachis hypogaea+Cow milk+Egg white+Gadus morhua+Glycine max+Triticum aestivum) Ab.IgE	3	LP18768-9
19278	14060655	14060654	LP147635-9	(Cynodon dactylon+Lolium perenne+Phleum pratense+Poa pratensis+Sorghum halepense) Ab.IgE	3	LP28982-4
19279	14060637	14060636	LP147636-7	(Dactylis glomerata+Festuca elatior+Lolium perenne+Phleum pratense+Poa pratensis) Ab.IgE	3	LP28619-2
19280	14058309	14058308	LP147637-5	Echinococcus granulosus Ab.IgE	3	LP14302-1
19281	14060651	14060650	LP147638-3	(Anthoxanthum odoratum+Lolium perenne+Phragmites communis+Secale cereale+Holcus lanatus) Ab.IgE	3	LP18722-6
19282	14057908	14057907	LP147639-1	(Chicken feather+Duck feather+Goose feather) Ab.IgE	3	LP14195-9
19283	14060510	14060509	LP147640-9	Pepper white+Pepper black Ab.IgE	3	LP39339-4
19284	14057922	14057921	LP147641-7	(Beef+Chicken+Pork) Ab.IgE	3	LP14218-9
19285	14059674	14059673	LP147642-5	Beta vulgaris seed Ab.IgE	3	LP19394-3
19286	14060688	14060687	LP147643-3	(Quercus alba+Ulmus americana+Platanus acerifolia+Salix caprea+Populus deltoides) Ab.IgE	3	LP13972-2
19287	14059209	14059208	LP147644-1	Pascopyrum smithii Ab.IgE	3	LP14001-9
19288	14060702	14060701	LP147645-8	(Citharexylum caudatum+Juniperus monosperma+Juniperus scopulorum) Ab.IgE	3	LP14002-7
19289	14060649	14060648	LP147646-6	(Anthoxanthum odoratum+Cynodon dactylon+Lolium perenne+Phleum pratense+Sorghum halepense) Ab.IgE	3	LP14007-6
19290	14058173	14058172	LP147647-4	Ascaris sp Ab.IgE	3	LP16914-1
19291	14059825	14059824	LP147648-2	Bougainvillea Ab.IgE	3	LP20846-9
19292	14056954	14056953	LP147649-0	Cochineal extract Ab.IgE	3	LP20841-0
19293	14057849	14057848	LP147650-8	Blatta orientalis Ab.IgE	3	LP20835-2
19294	14057867	14057866	LP147651-6	Periplaneta fuliginosa Ab.IgE	3	LP20836-0
19295	14057337	14057336	LP147652-4	Conalbumin Ab.IgE	3	LP20847-7
19296	14058871	14058870	LP147653-2	Ziziphus jujuba Ab.IgE	3	LP20845-1
19297	14058899	14058898	LP147654-0	Litchi chinensis Ab.IgE	3	LP20840-2
19298	14060312	14060311	LP147655-7	Chenopodium quinoa Ab.IgE	3	LP20837-8
19299	14058513	14058512	LP147656-5	Trichophyton mentagrophytes var interdigitale Ab.IgE	3	LP20838-6
19300	14058475	14058474	LP147657-3	Staphylococcus aureus enterotoxin A Ab.IgE	3	LP20851-9
19301	14058477	14058476	LP147658-1	Staphylococcus aureus enterotoxin B Ab.IgE	3	LP14322-9
19302	14058480	14058479	LP147659-9	Staphylococcus aureus enterotoxin C Ab.IgE	3	LP20852-7
19303	14058482	14058481	LP147660-7	Staphylococcus aureus enterotoxin D Ab.IgE	3	LP20853-5
19304	14059535	14059534	LP147661-5	Parkinsonia florida Ab.IgE	3	LP20843-6
19305	14057140	14057139	LP147662-3	Lactoferrin bovine Ab.IgE	3	LP20879-0
19306	14058515	14058514	LP147663-1	Trichophyton mentagrophytes var goetzii Ab.IgE	3	LP20878-2
19307	14058709	14058707	LP147664-9	Pepsin Ab.IgE	3	LP20880-8
19308	14059346	14059345	LP147665-6	Libocedrus decurrens Ab.IgE	3	LP20896-4
19309	14058471	14058469	LP147666-4	Stachybotrys chartarum Ab.IgE	3	LP39819-5
19310	14058245	14058244	LP147667-2	Bacillus subtilis Ab.IgE	3	LP28517-8
19311	14058161	14058160	LP147668-0	(Alternaria alternata+Dermatophagoides farinae) Ab.IgE	3	LP36913-9
19312	14060470	14060469	LP147669-8	Curcuma longa Ab.IgE	3	LP28658-0
19313	14060342	14060341	LP147670-6	Rosmarinus officinalis Ab.IgE	3	LP28657-2
19314	14056957	14056956	LP147671-4	Cow hair+Cow dander Ab.IgE	3	LP28882-6
19315	14057045	14057044	LP147672-2	Horse hair+Horse dander Ab.IgE	3	LP28883-4
19316	14057028	14057027	LP147673-0	Gerbil hair Ab.IgE	3	LP28885-9
19317	14057869	14057868	LP147674-8	Agapostemon texanus Ab.IgE	3	LP28543-4
19318	14060658	14060657	LP147675-5	(Anacardium occidentale+Carya illinoinensis+Juglans regia) Ab.IgE	3	LP28544-2
19319	14059529	14059528	LP147676-3	Juniperus monosperma Ab.IgE	3	LP14004-3
19320	14057684	14057683	LP147677-1	Periplaneta americana Ab.IgE	3	LP28415-5
19321	14060639	14060638	LP147678-9	(Cynodon dactylon+Lolium perenne+Phleum pratense+Poa pratensis+Sorghum halepense+Paspalum notatum) Ab.IgE	3	LP14294-0
19322	14059450	14059449	LP147679-7	Aesculus hippocastanum Ab.IgE	3	LP17358-0
19323	14059651	14059650	LP147680-5	Betula verrucosa recombinant (rBet v) 1 Ab.IgE	3	LP28707-5
19324	14059655	14059654	LP147681-3	Betula verrucosa recombinant (rBet v) 2 Ab.IgE	3	LP66950-4
19325	14058202	14058201	LP147682-1	Aspergillus fumigatus recombinant (rAsp f) 1 Ab.IgE	3	LP28687-9
19326	14056952	14056951	LP147683-9	Chinchilla epithelium Ab.IgE	3	LP28683-8
19327	14057608	14057607	LP147684-7	Sardinops melanostictus Ab.IgE	3	LP28695-2
19328	14058204	14058203	LP147685-4	Aspergillus fumigatus recombinant (rAsp f) 2 Ab.IgE	3	LP28688-7
19329	14058206	14058205	LP147686-2	Aspergillus fumigatus recombinant (rAsp f) 3 Ab.IgE	3	LP28689-5
19330	14058208	14058207	LP147687-0	Aspergillus fumigatus recombinant (rAsp f) 4 Ab.IgE	3	LP28690-3
19331	14058210	14058209	LP147688-8	Aspergillus fumigatus recombinant (rAsp f) 6 Ab.IgE	3	LP28691-1
19332	14059186	14059185	LP147689-6	Phleum pratense recombinant (rPhl p) 1 Ab.IgE	3	LP28699-4
19333	14059194	14059193	LP147690-4	Phleum pratense recombinant (rPhl p) 2 Ab.IgE	3	LP28700-0
19334	14059196	14059195	LP147691-2	Phleum pratense recombinant (rPhl p) 5 Ab.IgE	3	LP28701-8
19335	14059184	14059183	LP147692-0	Phleum pratense native (nPhl p) 4 Ab.IgE	3	LP28702-6
19336	14059200	14059199	LP147693-8	Phleum pratense recombinant (rPhl p) 6 Ab.IgE	3	LP28703-4
19337	14059202	14059201	LP147694-6	Phleum pratense recombinant (rPhl p) 7 Ab.IgE	3	LP28704-2
19338	14059190	14059189	LP147695-3	Phleum pratense recombinant (rPhl p) 11 Ab.IgE	3	LP28705-9
19339	14058832	14058828	LP147696-1	Phoenix dactylifera Ab.IgE	3	LP28653-1
19340	14060646	14060645	LP147697-9	(Bromus inermis+Cynodon dactylon+Holcus lanatus+Lolium perenne+Paspalum notatum+Sorghum halepense) Ab.IgE	3	LP28710-9
19341	14058550	14058549	LP147698-7	(Staphylococcus aureus enterotoxin A+Staphylococcus aureus enterotoxin B) Ab.IgE	3	LP28685-3
19342	14057910	14057909	LP147699-5	(Budgerigar feather+Canary feather+Parrot feather+Finch feather) Ab.IgE	3	LP28981-6
19343	14060574	14060573	LP147700-1	(Ananas comosus+ Citrus limon+ Fragaria vesca+ Pyrus communis) Ab.IgE	3	LP28678-8
19344	14057918	14057917	LP147701-9	(Beef+Chicken meat+Pork+Turkey meat) Ab.IgE	3	LP28679-6
19345	14060588	14060587	LP147702-7	(Actinidia chinensis+Corylus avellana+Musa spp+Pandalus borealis) Ab.IgE	3	LP28680-4
19346	14060590	14060589	LP147703-5	(Allium cepa+Allium sativum+Sesamum indicum+Yeast) Ab.IgE	3	LP28681-2
19347	14060611	14060610	LP147704-3	(Artemisia dracunculus+Levisticum officinale+Origanum majorana+Thymus vulgaris) Ab.IgE	3	LP28682-0
19348	14057655	14057654	LP147705-0	Tilapia Ab.IgE	3	LP30648-7
19349	14050786	14050784	LP147706-8	Aflatoxin Ab.IgE	3	LP36997-2
19350	14060404	14060403	LP147707-6	Triticum spelta Ab.IgE	3	LP30788-1
19351	14060137	14060136	LP147708-4	Kelp Ab.IgE	3	LP30789-9
19352	14057081	14057080	LP147709-2	Cheese colby Ab.IgE	3	LP30790-7
19353	14057101	14057100	LP147710-0	Cheese provolone Ab.IgE	3	LP30791-5
19354	14057103	14057102	LP147711-8	Cheese romano Ab.IgE	3	LP30792-3
19355	14058607	14058606	LP147712-6	Glutaraldehyde Ab.IgE	3	LP14378-1
19356	14060744	14060743	LP147713-4	Methylmethacrylate Ab.IgE	3	LP31712-0
19357	14059336	14059335	LP147714-2	Juglans california pollen Ab.IgE	3	LP19397-6
19358	14059659	14059658	LP147715-9	Betula verrucosa recombinant (rBet v) 4 Ab.IgE	3	LP28709-1
19359	14060576	14060575	LP147716-7	(Malus sylvestris+Musa spp+Prunus persica+Pyrus communis) Ab.IgE	3	LP28686-1
19360	14060597	14060596	LP147717-5	(Actinidia chinensis+Beef+Pandalus borealis+Sesamum indicum) Ab.IgE	3	LP31807-8
19361	14060593	14060592	LP147718-3	(Arachis hypogaea+Cow milk+Egg white+Mustard) Ab.IgE	3	LP31808-6
19362	14060595	14060594	LP147719-1	(Corylus avellana+Gadus morhua+Glycine max+Triticum aestivum) Ab.IgE	3	LP31809-4
19363	14059653	14059652	LP147720-9	Betula verrucosa recombinant (rBet v) 1+2 Ab.IgE	3	LP31819-3
19364	14059192	14059191	LP147721-7	Phleum pratense recombinant (rPhl p) 12 Ab.IgE	3	LP28706-7
19365	14059188	14059187	LP147722-5	Phleum pratense recombinant (rPhl p) 1+5b Ab.IgE	3	LP31822-7
19366	14059204	14059203	LP147723-3	Phleum pratense recombinant (rPhl p) 7+12 Ab.IgE	3	LP31823-5
19367	14060670	14060669	LP147724-1	(Aspergillus fumigatus+Blatella germanica+Cat dander+Dermatophagoides pteronyssinus) Ab.IgE	3	LP28693-7
19368	14060678	14060677	LP147725-8	(Artemisia vulgaris+Betula verrucosa+Cat dander+Cladosporium herbarum+Dermatophagoides pteronyssinus+Dog dander+Phleum pratense+Secale cereale) Ab.IgE	3	LP34190-6
19369	14056937	14056936	LP147726-6	Cat dander Ab.IgE	3	LP37549-0
19370	14059339	14059338	LP147727-4	Anacardium occidentale Ab.IgE	3	LP37047-5
19371	14058198	14058190	LP147728-2	Aspergillus fumigatus Ab.IgE	3	LP13947-4
19372	14059513	14059512	LP147729-0	Juniperus sabinoides Ab.IgE	3	LP38751-1
19373	14057286	14057285	LP147730-8	Chicken Ab.IgE	3	LP37598-7
19374	14057507	14057506	LP147731-6	Gadus morhua Ab.IgE	3	LP38213-2
19375	14060181	14060180	LP147732-4	Iva ciliata Ab.IgE	3	LP38722-2
19376	14057464	14057463	LP147733-2	Pecten spp Ab.IgE	3	LP39324-6
19377	14057441	14057440	LP147734-0	Ruditapes spp Ab.IgE	3	LP39638-9
19378	14059091	14059090	LP147735-7	Sorghum halepense Ab.IgE	3	LP39781-7
19379	14057562	14057561	LP147736-5	Homarus gammarus Ab.IgE	3	LP38498-9
19380	14057663	14057662	LP147737-3	Thunnus albacares Ab.IgE	3	LP39993-8
19381	14057599	14057598	LP147738-1	Salmo salar Ab.IgE	3	LP39663-7
19382	14057039	14057038	LP147739-9	Horse dander Ab.IgE	3	LP13939-1
19383	14056959	14056958	LP147740-7	Cow dander Ab.IgE	3	LP13937-5
19384	14057233	14057232	LP147741-5	Lamb Ab.IgE	3	LP38800-6
19385	14058055	14058054	LP147742-3	Penicillin V Ab.IgE	3	LP16238-5
19386	14059246	14059245	LP147743-1	Prunus dulcis Ab.IgE	3	LP39506-8
19387	14059427	14059426	LP147744-9	Corylus avellana Ab.IgE	3	LP37781-9
19388	14057883	14057882	LP147745-6	Dolichovespula arenaria Ab.IgE	3	LP37946-8
19389	14057514	14057513	LP147746-4	Cancer pagurus Ab.IgE	3	LP37497-2
19390	14059313	14059312	LP147747-2	Bertholletia excelsa Ab.IgE	3	LP37263-8
19391	14059367	14059366	LP147748-0	Cocos nucifera Ab.IgE	3	LP37748-8
19392	14059564	14059563	LP147749-8	Carya illinoinensis nut Ab.IgE	3	LP37542-5
19393	14057551	14057550	LP147750-6	Hippoglossus hippoglossus Ab.IgE	3	LP38401-3
19394	14057450	14057449	LP147751-4	Mytilus edulis Ab.IgE	3	LP39140-6
19395	14060303	14060302	LP147752-2	Cucurbita pepo Ab.IgE	3	LP113477-6
19396	14058301	14058300	LP147753-0	Curvularia lunata Ab.IgE	3	LP37856-9
19397	14058321	14058320	LP147754-8	Epicoccum purpurascens Ab.IgE	3	LP38055-7
19398	14058334	14058333	LP147755-5	Fusarium moniliforme Ab.IgE	3	LP38206-6
19399	14058493	14058492	LP147756-3	Stemphylium botryosum Ab.IgE	3	LP39829-4
19400	14057035	14057034	LP147757-1	Hamster epithelium Ab.IgE	3	LP16991-9
19401	14057032	14057031	LP147758-9	Guinea pig epithelium Ab.IgE	3	LP16990-1
19402	14060197	14060196	LP147759-7	Artemisia vulgaris Ab.IgE	3	LP37089-7
19403	14057374	14057373	LP147760-5	Goose feather Ab.IgE	3	LP38260-3
19404	14057205	14057203	LP147761-3	Rabbit epithelium Ab.IgE	3	LP17056-0
19405	14058798	14058797	LP147762-1	Vaccinium myrtillus Ab.IgE	3	LP40106-4
19406	14058728	14058723	LP147763-9	Silicone Ab.IgE	3	LP17967-8
19407	14057207	14057206	LP147764-7	Rabbit hair Ab.IgE	3	LP35391-9
19408	14059582	14059581	LP147765-4	Pistacia vera Ab.IgE	3	LP113469-3
19409	14058088	14058087	LP147766-2	Sulfamethoxazole Ab.IgE	3	LP14550-5
19410	14059465	14059464	LP147767-0	Chamaecyparis obtusa Ab.IgE	3	LP35618-5
19411	14059088	14059087	LP147768-8	Humulus japonicus Ab.IgE	3	LP35617-7
19412	14059518	14059517	LP147769-6	Elaeis guineensis Ab.IgE	3	LP35619-3
19413	14060459	14060458	LP147770-4	Lycopersicon lycopersicum Ab.IgE	3	LP38972-3
19414	14057302	14057301	LP147771-2	Chicken meat Ab.IgE	3	LP16948-9
19415	14057437	14057436	LP147772-0	Turkey meat Ab.IgE	3	LP17090-9
19416	14060746	14060745	LP147773-8	Methylparaben Ab.IgE	3	LP35637-5
19417	14057888	14057887	LP147774-6	Vespula spp Ab.IgE	3	LP40137-9
19418	14058152	14058151	LP147775-3	Alternaria alternata Ab.IgE	3	LP37028-5
19419	14057795	14057794	LP147776-1	Apis mellifera Ab.IgE	3	LP37071-5
19420	14059688	14059685	LP147777-9	Juglans spp Ab.IgE	3	LP38748-7
19421	14059776	14059774	LP147778-7	Saccharomyces cerevisiae Ab.IgE	3	LP39649-6
19422	14057852	14057851	LP147779-5	Polistes spp Ab.IgE	3	LP39452-5
19423	14059219	14059218	LP147780-3	Triticum aestivum Ab.IgE	3	LP40062-9
19424	14060791	14060790	LP147781-1	Xanthan gum Ab.IgE	3	LP35743-1
19425	14057767	14057739	LP147782-9	Dermatophagoides sp Ab.IgE	3	LP30596-8
19426	14057358	14057357	LP147783-7	Egg whole Ab.IgE	3	LP38006-0
19427	14057121	14057120	LP147784-5	Beta lactoglobulin Ab.IgE	3	LP37270-3
19428	14058035	14058034	LP147785-2	Lidocaine Ab.IgE	3	LP16174-2
19429	14059710	14059709	LP147786-0	Betula populifolia Ab.IgE	3	LP35894-2
19430	14058304	14058303	LP147787-8	Curvularia specifera Ab.IgE	3	LP19352-1
19431	14057935	14057934	LP147788-6	Amoxicillin Ab.IgE	3	LP15265-9
19432	14057939	14057937	LP147789-4	Ampicillin Ab.IgE	3	LP37041-8
19433	14059705	14059704	LP147790-2	Fraxinus americana Ab.IgE	3	LP38201-7
19434	14057985	14057984	LP147791-0	Clindamycin Ab.IgE	3	LP15427-5
19435	14059870	14059869	LP147792-8	Daucus carota Ab.IgE	3	LP37903-9
19436	14060049	14060047	LP147793-6	Kochia scoparia Ab.IgE	3	LP38764-4
19437	14057202	14057201	LP147794-4	Rabbit dander Ab.IgE	3	LP36492-4
19438	14058839	14058838	LP147795-1	Vitis vinifera Ab.IgE	3	LP40150-2
19439	14058942	14058941	LP147796-9	Prunus persica Ab.IgE	3	LP39507-6
19440	14058967	14058966	LP147797-7	Prunus domestica Ab.IgE	3	LP39504-3
19441	14058774	14058773	LP147798-5	Malus sylvestris Ab.IgE	3	LP38994-7
