PartNumber	PartTypeName	PartName
LP31704-7	COMPONENT	Anabasine
LP31705-4	COMPONENT	Trans-3-Hydroxycotinine
LP31706-2	COMPONENT	Nornicotine
LP31707-0	COMPONENT	Neuronal nuclear type 3
LP31708-8	COMPONENT	Purkinje cell cytoplasmic type 2
LP31709-6	COMPONENT	Purkinje cell cytoplasmic type Tr
LP31710-4	COMPONENT	Signal recognition particle
LP31712-0	COMPONENT	Methylmethacrylate
LP31713-8	COMPONENT	Ziprasidone
LP31714-6	COMPONENT	Lymphocyte proliferation.Borrelia burgdorferi stimulation
LP31715-3	COMPONENT	Homocystine.free
LP31716-1	COMPONENT	Immune complex.IgM
LP31717-9	COMPONENT	Immune complex.IgA
LP31718-7	COMPONENT	Immune complex.IgG
LP31719-5	COMPONENT	cycloSPORINE.monoclonal
LP31720-3	COMPONENT	cycloSPORINE.polyclonal
LP31721-1	COMPONENT	Immune complex.IgE
LP31722-9	COMPONENT	Sulthiame
LP31723-7	COMPONENT	Melanoma inhibitory activity protein
LP31724-5	COMPONENT	SARS coronavirus Urbani
LP31734-4	COMPONENT	TBP gene.CAG repeats
LP31735-1	COMPONENT	U1 small nuclear ribonucleoprotein
LP31736-9	COMPONENT	quiNINE induced platelet Ab
LP31737-7	COMPONENT	Voltage-gated calcium channel N type binding
LP31738-5	COMPONENT	Voltage-gated calcium channel PQ type binding
LP31740-1	COMPONENT	Thymidine phosphorylase
LP31743-5	COMPONENT	Alpha globulin
LP31744-3	COMPONENT	Melanocyte stimulating hormone
LP31745-0	COMPONENT	Amyloid
LP31748-4	COMPONENT	Thromboxane
LP31750-0	COMPONENT	Hydrocarbons
LP31753-4	COMPONENT	CYP2D6 gene mutation analysis G-A NT1 X4
LP31754-2	COMPONENT	CYP2D6 gene deletion
LP31755-9	COMPONENT	Microbiology
LP31758-3	COMPONENT	Clostridioides difficile toxin
LP31760-9	COMPONENT	Cow
LP31769-0	COMPONENT	Immunoglobulins
LP31774-0	COMPONENT	Human antichimeric
LP31775-7	COMPONENT	Paraneoplastic
LP31776-5	COMPONENT	Cells.CD10+CD25+
LP31777-3	COMPONENT	Insulin.bound
LP31778-1	COMPONENT	Granulocytes.immature
LP31779-9	COMPONENT	Mixed cellular casts
LP31780-7	COMPONENT	Hemoglobin casts
LP31783-1	COMPONENT	Methaqualone metabolite
LP31785-6	COMPONENT	SCA12 gene.CAG repeats
LP31786-4	COMPONENT	Pseudallescheria boydii
LP31787-2	COMPONENT	Amilsulpride
LP31788-0	COMPONENT	Asialoganglioside GM2
LP31789-8	COMPONENT	Borrelia garinii
LP31791-4	COMPONENT	Mianserin+Normianserin
LP31792-2	COMPONENT	Thioguanine
LP31794-8	COMPONENT	Normianserin
LP31797-1	COMPONENT	Phosphorylase kinase
LP31799-7	COMPONENT	Erythrocytes.lytic resistant
LP31801-1	COMPONENT	Escitalopram
LP31802-9	COMPONENT	Moclobemide
LP31803-7	COMPONENT	Normirtazapine
LP31804-5	COMPONENT	Nucleosome
LP31807-8	COMPONENT	(Actinidia chinensis+Beef+Pandalus borealis+Sesamum indicum)
LP31808-6	COMPONENT	(Arachis hypogaea+Cow milk+Egg white+Mustard)
LP31809-4	COMPONENT	(Corylus avellana+Gadus morhua+Glycine max+Triticum aestivum)
LP31810-2	COMPONENT	Buccal mucosa
LP31811-0	COMPONENT	Colon
LP31812-8	COMPONENT	Cytoskeleton
LP31813-6	COMPONENT	Exocrine pancreas
LP31814-4	COMPONENT	Mitochondria M4
LP31815-1	COMPONENT	Mitochondria M9
LP31816-9	COMPONENT	Reticulocytes.mature
LP31817-7	COMPONENT	Reticulocytes.mid
LP31819-3	COMPONENT	Betula verrucosa recombinant (rBet v) 1+2
LP31820-1	COMPONENT	Methadone.R
LP31822-7	COMPONENT	Phleum pratense recombinant (rPhl p) 1+5b
LP31823-5	COMPONENT	Phleum pratense recombinant (rPhl p) 7+12
LP31825-0	COMPONENT	Salmonella enteritidis H
LP31826-8	COMPONENT	Salmonella typhimurium H
LP31828-4	COMPONENT	Propofol
LP31829-2	COMPONENT	ZOLMitriptan
LP31830-0	COMPONENT	Acarboxyprothrombin
LP31831-8	COMPONENT	Apolipoprotein E phenotype
LP31832-6	COMPONENT	Natural killer cell function
LP31833-4	COMPONENT	Diethylene glycol
LP31839-1	COMPONENT	Tricarboxylporphyrin
LP31840-9	COMPONENT	California serogroup virus
LP31845-8	COMPONENT	Hexacarboxylporphyrins
LP31848-2	COMPONENT	Cholesterol.in chylomicrons
LP31849-0	COMPONENT	Indirect antiglobulin test
LP31852-4	COMPONENT	Cells.CD4+CD45RO+
LP31853-2	COMPONENT	Neutrophils.vacuolated+Segmented
LP31855-7	COMPONENT	BRCA2 gene
LP31856-5	COMPONENT	MT-ND4 gene
LP31859-9	COMPONENT	Avian paramyxovirus 1.exotic
LP31860-7	COMPONENT	Avian paramyxovirus 1 subtype
LP31861-5	COMPONENT	SLC22A18 gene
LP31862-3	COMPONENT	CATCH22 syndrome gene
LP31863-1	COMPONENT	Chromosome 15 uniparental disomy
LP31864-9	COMPONENT	Chromosome 7 uniparental disomy
LP31865-6	COMPONENT	SDHD gene
LP31866-4	COMPONENT	GJB6 gene
LP31868-0	COMPONENT	TOR1A gene
LP31869-8	COMPONENT	EGR2 gene
LP31870-6	COMPONENT	UGT1A1 gene
LP31872-2	COMPONENT	GLA gene
LP31873-0	COMPONENT	GPC3 gene
LP31875-5	COMPONENT	HADHA gene.c.1528G>C
LP31876-3	COMPONENT	NOTCH3 gene
LP31877-1	COMPONENT	NPDC gene
LP31878-9	COMPONENT	NPHS1 gene
LP31879-7	COMPONENT	PANK2 gene
LP31880-5	COMPONENT	PRF1 gene
LP31881-3	COMPONENT	PRX gene
LP31882-1	COMPONENT	SCA10 gene.ATTCT repeats
LP31884-7	COMPONENT	ACADS gene
LP31885-4	COMPONENT	SDHB gene
LP31887-0	COMPONENT	SHOX gene
LP31889-6	COMPONENT	SPINK1 gene
LP31890-4	COMPONENT	VHL gene
LP31891-2	COMPONENT	MT-TK gene
LP31892-0	COMPONENT	Sialooligosaccharides
LP31908-4	COMPONENT	Hemogram, Platelets, Differential & Reticulocyte panel
LP31909-2	COMPONENT	PT panel
LP31910-0	COMPONENT	PT & aPTT panel
LP31911-8	COMPONENT	ABO & Rh group panel
LP31912-6	COMPONENT	Blood type & Crossmatch panel
LP31913-4	COMPONENT	Blood type & Indirect antibody screen panel
LP31914-2	COMPONENT	Odor
LP31916-7	COMPONENT	12 lead EKG panel
LP31917-5	COMPONENT	Microalbumin/Creatinine ratio panel
LP31918-3	COMPONENT	Fluid intake & output panel
LP31919-1	COMPONENT	Orthostatic blood pressure panel
LP31920-9	COMPONENT	Orthostatic blood pressure
LP31922-5	COMPONENT	Phenytoin free & total panel
LP31923-3	COMPONENT	Electrolytes 1998 & Venous pH panel
LP31924-1	COMPONENT	ACTH stimulation test using IM corticosteroids
LP31925-8	COMPONENT	ACTH stimulation test using IV corticosteroids
LP31926-6	COMPONENT	Bilirubin direct & total panel
LP31927-4	COMPONENT	Complement C3 & C4 panel
LP31928-2	COMPONENT	carBAMazepine free & total panel
LP31929-0	COMPONENT	Protein & Glucose panel
LP31930-8	COMPONENT	Complement profile panel
LP31931-6	COMPONENT	Sodium & Potassium panel
LP31932-4	COMPONENT	Follitropin & Lutropin panel
LP31933-2	COMPONENT	Immunoglobulin panel
LP31934-0	COMPONENT	Catecholamines 3 panel
LP31935-7	COMPONENT	Cardiac 2D echo panel
LP31939-9	COMPONENT	Cell count panel
LP31940-7	COMPONENT	Cell count & Differential panel
LP31941-5	COMPONENT	Vital signs, weight & height panel
LP31956-3	COMPONENT	Vital signs with method details panel
LP321647-2	COMPONENT	Candida guilliermondii
LP321648-0	COMPONENT	Infectious pathogen carried
LP321649-8	COMPONENT	Candida kefyr
LP321650-6	COMPONENT	Thinking about your child's life, my child expects amazing things to happen to him or her
LP321651-4	COMPONENT	Thinking about your child's life, my child expects things to work out for the best
LP321652-2	COMPONENT	Thinking about your child's life, my child expects to have a job in the future
LP321653-0	COMPONENT	Thinking about your child's life, my child expects to have a family in the future
LP321654-8	COMPONENT	Thinking about your child's life, my child expects to be successful in the future
LP321655-5	COMPONENT	Thinking about your child's life, my child expects to enjoy his or her future life
LP321656-3	COMPONENT	Thinking about your child's life, my child expects to have a long life
LP321657-1	COMPONENT	Thinking about your child's life, my child expects to have success in the future
LP321658-9	COMPONENT	Thinking about your child's life, my child expects to achieve what he or she wants in life
LP321659-7	COMPONENT	Thinking about your child's life, my child looks forward to what will happen in the future
LP321660-5	COMPONENT	Thinking about your child's life, my child expects to succeed at what he or she tries to do
LP321661-3	COMPONENT	Thinking about your child's life, when bad things happen, my child expects them to get better
LP321662-1	COMPONENT	Thinking about your child's life, my child has hope
LP321663-9	COMPONENT	Thinking about your child's life, my child is full of hope
LP321664-7	COMPONENT	Thinking about your child's life, my child always has hope
LP321665-4	COMPONENT	Thinking about your child's life, my child is hopeful about his or her plans for the future
LP321666-2	COMPONENT	Thinking about your child's life, my child is hopeful about his or her future
LP321667-0	COMPONENT	Thinking about your child's life, my child is positive about his or her future
LP321668-8	COMPONENT	Thinking about your child's life, my child can do almost anything if he or she has enough faith in himself or herself
LP321669-6	COMPONENT	Thinking about your child's life, my child has goals for himself or herself
LP321670-4	COMPONENT	Thinking about your child's life, my child makes plans for his or her future
LP321671-2	COMPONENT	Thinking about your child's life, my child has things he or she wants to do in life
LP321672-0	COMPONENT	Thinking about your child's life, my child has things he or she needs to do in life
LP321673-8	COMPONENT	Thinking about your child's life, my child has things he or she wants to accomplish in life
LP321674-6	COMPONENT	Thinking about your child's life, the things my child has done in the past will help him or her in the future
LP321675-3	COMPONENT	Thinking about your child's life, my child expects to achieve his or her goals
LP321676-1	COMPONENT	Thinking about your child's life, my child knows where he or she is going in life
LP321677-9	COMPONENT	Thinking about your child's life, my child can reach his or her goals in life
LP321678-7	COMPONENT	Thinking about your child's life, my child wants to make the most out of his or her life
LP321679-5	COMPONENT	Thinking about your child's life, my child's life is filled with important things
LP321680-3	COMPONENT	Thinking about your child's life, my child thinks his or her life is important
LP321681-1	COMPONENT	Thinking about your child's life, my child wants to do what is important
LP321682-9	COMPONENT	Thinking about your child's life, my child tries to find meaning in life
LP321683-7	COMPONENT	Thinking about your child's life, my child thinks his or her life has meaning
LP321684-5	COMPONENT	Thinking about your child's life, my child thinks his or her life is filled with meaning
LP321685-2	COMPONENT	Thinking about your child's life, my child tries to find purpose in life
LP321686-0	COMPONENT	Thinking about your child's life, my child thinks his or her life has purpose
LP321687-8	COMPONENT	Thinking about your child's life, my child thinks his or her life is filled with purpose
LP321688-6	COMPONENT	Thinking about your child's life, my child has a clear purpose in life
LP321689-4	COMPONENT	Thinking about your child's life, my child knows what makes his or her life meaningful
LP321690-2	COMPONENT	Thinking about your child's life, my child's life is filled with things that interest him or her
LP321691-0	COMPONENT	Thinking about your child's life, my child has a reason for living
LP321692-8	COMPONENT	Thinking about your child's life, my child is satisfied with his or her purpose in life
LP321693-6	COMPONENT	Thinking about your child's life, people will remember my child when he or she dies
LP321694-4	COMPONENT	PROMIS parent proxy item bank - meaning purpose - version 1.0
LP321695-1	COMPONENT	PROMIS parent proxy meaning purpose - version 1.0 T-score
LP321696-9	COMPONENT	Differential diagnosis
LP32427-4	COMPONENT	Coagulation surface induced.lupus sensitive
LP32428-2	COMPONENT	Coagulation dilute Russell viper venom induced.factor substitution
LP32429-0	COMPONENT	Lupus anticoagulant neutralization.high phospholipid.factor substitution
LP32430-8	COMPONENT	Coagulation surface induced.lupus sensitive.factor substitution
LP32434-0	COMPONENT	Inner ear 68kD
LP32435-7	COMPONENT	Apheresis.therapeutic
LP32450-6	COMPONENT	SERPINA1 gene.p.Glu264Val
LP32451-4	COMPONENT	SERPINA1 gene.p.Glu342Lys
LP32455-5	COMPONENT	Palmitoyl protein thioesterase
LP32456-3	COMPONENT	Feeding duration
LP32458-9	COMPONENT	von Willebrand factor cleaving protease
LP32459-7	COMPONENT	von Willebrand factor cleaving protease inhibitor
LP32489-4	COMPONENT	Cells.CD227
LP32516-4	COMPONENT	Creatinine renal clearance panel
LP32526-3	COMPONENT	Cheese
LP32527-1	COMPONENT	Mouse epithelium+Serum proteins+Urine proteins
LP32528-9	COMPONENT	Rat epithelium+Serum proteins+Urine proteins
LP32535-4	COMPONENT	TRH
LP32538-8	COMPONENT	Dialysis
LP32554-5	COMPONENT	TOLBUTamide.IV
LP32555-2	COMPONENT	L-dopa
LP32565-1	COMPONENT	Semen analysis
LP32570-1	COMPONENT	Partum
LP32572-7	COMPONENT	venistasis
LP32586-7	COMPONENT	incubated
LP32601-4	COMPONENT	dose
LP32602-2	COMPONENT	XXX challenge
LP32603-0	COMPONENT	PO
LP32604-8	COMPONENT	40 g
LP32605-5	COMPONENT	pre
LP32606-3	COMPONENT	post
LP32623-8	COMPONENT	Mammalian tuberculin
LP32627-9	COMPONENT	Mumps
LP32629-5	COMPONENT	Histoplasmin
LP32630-3	COMPONENT	Avian tuberculin
LP32631-1	COMPONENT	Tricin
LP32632-9	COMPONENT	Leishmanin
LP32633-7	COMPONENT	Mallein
LP32634-5	COMPONENT	Johnin
LP32636-0	COMPONENT	Brucellin
LP32637-8	COMPONENT	Immediate
LP32643-6	COMPONENT	TRH IV
LP32648-5	COMPONENT	Cefuroxime
LP32649-3	COMPONENT	Cystine.free
LP32650-1	COMPONENT	Cells.CD11+CD18+
LP32651-9	COMPONENT	Blood Bank
LP32664-2	COMPONENT	I group
LP32667-5	COMPONENT	Tripeptide aminopeptidase
LP32668-3	COMPONENT	PPT1 gene
LP32669-1	COMPONENT	TSC gene
LP32671-7	COMPONENT	SMA@ gene
LP32672-5	COMPONENT	GJB1 gene
LP32673-3	COMPONENT	MPZ gene
LP32674-1	COMPONENT	KEL gene
LP32675-8	COMPONENT	MCOLN1 gene
LP32677-4	COMPONENT	ATP7A gene
LP32678-2	COMPONENT	PTPN11 gene
LP32679-0	COMPONENT	Pyrimethamine
LP32680-8	COMPONENT	Sulfatides
LP32681-6	COMPONENT	MERRF gene
LP32683-2	COMPONENT	Mephenytoin+Normephenytoin
LP32684-0	COMPONENT	TORCH panel
LP32685-7	COMPONENT	Carisoprodol+Meprobamate
LP32686-5	COMPONENT	Prilocaine
LP32687-3	COMPONENT	8-Dehydrocholesterol
LP32691-5	COMPONENT	CRH
LP32696-4	COMPONENT	HCG
LP32702-0	COMPONENT	Pentagastrin
LP32708-7	COMPONENT	Units
LP32709-5	COMPONENT	NEFL gene
LP32710-3	COMPONENT	RHCE gene
LP32718-6	COMPONENT	CV2
LP32719-4	COMPONENT	Erythroamino alcohol
LP32720-2	COMPONENT	Threoamino alcohol
LP32721-0	COMPONENT	Vascular endothelial growth factor
LP32722-8	COMPONENT	CSTB gene
LP32723-6	COMPONENT	HIV reverse transcriptase+protease gene
LP32724-4	COMPONENT	Platelet factor 4 heparin complex induced Ab
LP32725-1	COMPONENT	Mitotic spindle apparatus
LP32726-9	COMPONENT	MT-RNR1 gene.m.1555A>G
LP32727-7	COMPONENT	Ceramide trihexoside
LP32730-1	COMPONENT	Sulfatidase
LP32731-9	COMPONENT	GALOP
LP32732-7	COMPONENT	Collection method
LP32740-0	COMPONENT	Molecular Pathology
LP32741-8	COMPONENT	Pathology
LP32742-6	COMPONENT	Serology
LP32744-2	COMPONENT	Urinalysis
LP32747-5	COMPONENT	Genes
LP32748-3	COMPONENT	Ploidy
LP32749-1	COMPONENT	Immunoglobulin gene rearrangements
LP32750-9	COMPONENT	Chromosome
LP32752-5	COMPONENT	CD45 negative events
LP32753-3	COMPONENT	CD45 positive events
LP32754-1	COMPONENT	Alkaline phosphatase.heat labile
LP32755-8	COMPONENT	Alkaline phosphatase.heat stable
LP32756-6	COMPONENT	Iron saturation
LP32757-4	COMPONENT	Oxygen affinity
LP32758-2	COMPONENT	Others
LP32759-0	COMPONENT	Factor IX
LP32760-8	COMPONENT	Cytology
LP32764-0	COMPONENT	Spermatocytes
LP32767-3	COMPONENT	CFTR gene.c.3199del6
LP32768-1	COMPONENT	DMPK gene
LP32777-2	COMPONENT	BCL2 gene
LP32778-0	COMPONENT	BCL6 gene
LP32781-4	COMPONENT	ATN1 gene
LP32784-8	COMPONENT	FRAXE gene
LP32785-5	COMPONENT	HADHA gene
LP32789-7	COMPONENT	CFTR gene.p.Arg117His+5T variant
LP32790-5	COMPONENT	Chromosome breakage
LP32793-9	COMPONENT	Calcium oxalate index
LP32794-7	COMPONENT	APOE gene allele 1
LP32795-4	COMPONENT	APOE gene allele 2
LP32796-2	COMPONENT	APOE gene allele 3
LP32798-8	COMPONENT	APOE gene allele 4
LP32799-6	COMPONENT	NR0B1 gene
LP32802-8	COMPONENT	Nuclear mitotic apparatus
LP32803-6	COMPONENT	Hemoglobin.stable
LP32805-1	COMPONENT	Blood products
LP32806-9	COMPONENT	Antiglobulin test
LP32807-7	COMPONENT	Crossmatch
LP32809-3	COMPONENT	Apheresis
LP32811-9	COMPONENT	Immune Globulin
LP32812-7	COMPONENT	Transfusion
LP32813-5	COMPONENT	VIII
LP32814-3	COMPONENT	IX
LP32815-0	COMPONENT	Plateletpheresis
LP32816-8	COMPONENT	Cryoprecipitate poor plasma
LP32819-2	COMPONENT	Amphetamines confirm method
LP32820-0	COMPONENT	Amphetamines screen method
LP32821-8	COMPONENT	Barbiturates confirm method
LP32822-6	COMPONENT	Barbiturates screen method
LP32823-4	COMPONENT	Benzodiazepines confirm method
LP32824-2	COMPONENT	Benzodiazepines screen method
LP32825-9	COMPONENT	Cannabinoids confirm method
LP32826-7	COMPONENT	Cannabinoids screen method
LP32827-5	COMPONENT	Opiates confirm method
LP32828-3	COMPONENT	Opiates screen method
LP32829-1	COMPONENT	Stain method
LP32830-9	COMPONENT	Susceptibility method
LP32831-7	COMPONENT	Thiazides confirm method
LP32832-5	COMPONENT	Thiazides screen method
LP32833-3	COMPONENT	Tricyclic antidepressants confirm method
LP32834-1	COMPONENT	Tricyclic antidepressants screen method
LP32837-4	COMPONENT	Rh immune globulin screen
LP32866-3	COMPONENT	Alkaline phosphatase isoenzymes
LP32868-9	COMPONENT	Creatine kinase isoenzymes
LP32869-7	COMPONENT	Lactate dehydrogenase isoenzymes
LP32871-3	COMPONENT	Ammonium urate crystals
LP32872-1	COMPONENT	Bilirubin crystals
LP32873-9	COMPONENT	Calcium carbonate crystals
LP32874-7	COMPONENT	Calcium oxalate crystals
LP32875-4	COMPONENT	Calcium phosphate crystals
LP32876-2	COMPONENT	Cholesterol crystals
LP32877-0	COMPONENT	Cystine crystals
LP32878-8	COMPONENT	Hippurate crystals
LP32879-6	COMPONENT	Leucine crystals
LP32882-0	COMPONENT	Sulfonamide crystals
LP32883-8	COMPONENT	Triamterene crystals
LP32884-6	COMPONENT	Tyrosine crystals
LP32885-3	COMPONENT	Urate crystals
LP32886-1	COMPONENT	Lysosomal enzymes
LP32940-6	COMPONENT	Muscle
LP32941-4	COMPONENT	Thyroid
LP32946-3	COMPONENT	Aino virus
LP32948-9	COMPONENT	Akabane virus
LP32949-7	COMPONENT	Lymphocyte proliferation
LP32950-5	COMPONENT	CD43.T-Cell monocyte+Myeloid cell
LP32955-4	COMPONENT	Coagulation factor IX activity
LP32956-2	COMPONENT	Coagulation factor V activity
LP32957-0	COMPONENT	Coagulation factor VII activity
LP32958-8	COMPONENT	Coagulation factor VIII activity
LP32959-6	COMPONENT	Coagulation factor X activity
LP32960-4	COMPONENT	Coagulation factor XI activity
LP32961-2	COMPONENT	Coagulation factor XII activity
LP32962-0	COMPONENT	Coagulation factor XIII activity
LP32963-8	COMPONENT	Amphetamines positive
LP32964-6	COMPONENT	Barbiturate screen absent
LP32965-3	COMPONENT	Barbiturate screen present
LP32966-1	COMPONENT	Barbiturates positive
LP32967-9	COMPONENT	Benzodiazepines negative
LP32968-7	COMPONENT	Benzodiazepines positive
LP32969-5	COMPONENT	Cannabinoids positive
LP32970-3	COMPONENT	Heavy metals positive
LP32971-1	COMPONENT	Heavy metals negative
LP32972-9	COMPONENT	Opiates positive
LP32973-7	COMPONENT	Thiazides positive
LP32974-5	COMPONENT	Tricyclic antidepressants positive
LP32975-2	COMPONENT	Volatile drugs negative
LP32976-0	COMPONENT	Volatile drugs positive
LP32977-8	COMPONENT	Blood smear finding positive
LP32978-6	COMPONENT	Borrelia burgdorferi Ab index
LP32980-2	COMPONENT	Coagulation factor X activated
LP32987-7	COMPONENT	Cells.CD3+CD4+CD45RO+CD45RA-
LP32988-5	COMPONENT	Cells.CD3+CD4+CD45RO+CD45RA+
LP32989-3	COMPONENT	Cells.CD3+CD4+CD45RO-CD45RA-
LP32990-1	COMPONENT	Cells.CD3+CD4+CD45RO-CD45RA+
LP32991-9	COMPONENT	Cells.CD3+CD8+CD45RO+CD45RA-
LP32992-7	COMPONENT	Cells.CD3+CD8+CD45RO+CD45RA+
LP32993-5	COMPONENT	Cells.CD3+CD8+CD45RO-CD45RA-
LP32994-3	COMPONENT	Cells.CD3+CD8+CD45RO-CD45RA+
LP32996-8	COMPONENT	Babesia microti Ab.IgG & IgM panel
LP32997-6	COMPONENT	Bordetella pertussis Ab.IgG & IgM panel
LP32998-4	COMPONENT	Borrelia burgdorferi Ab.IgG & IgM panel
LP32999-2	COMPONENT	Herpes virus 6 Ab.IgG & IgM panel
LP33000-8	COMPONENT	Herpes virus 7 Ab.IgG & IgM panel
LP33001-6	COMPONENT	Measles virus Ab.IgG & IgM panel
LP33002-4	COMPONENT	Parvovirus B19 Ab.IgG & IgM panel
LP33003-2	COMPONENT	Phosphatidylserine Ab.IgG & IgM panel
LP33004-0	COMPONENT	Rubella virus Ab.IgG & IgM panel
LP33005-7	COMPONENT	Treponema pallidum Ab.IgG & IgM panel
LP33006-5	COMPONENT	Western equine encephalitis virus Ab.IgG & IgM panel
LP33007-3	COMPONENT	Cells.CD3+TCR alpha beta+
LP33010-7	COMPONENT	SRY gene
LP33018-0	COMPONENT	Date ultrasound
LP33019-8	COMPONENT	Smear morphology panel
LP33020-6	COMPONENT	Amino acids panel
LP33021-4	COMPONENT	Fetal lung maturity
LP33022-2	COMPONENT	Glasgow coma scale
LP33023-0	COMPONENT	History and physical panel
LP33025-5	COMPONENT	Newborn screening panel
LP33033-9	COMPONENT	Acenocoumarol
LP33034-7	COMPONENT	Phenprocoumon
LP33035-4	COMPONENT	Nelfinavir M8
LP33036-2	COMPONENT	Bromperidol
LP33037-0	COMPONENT	Nordothiepin
LP33038-8	COMPONENT	Pipamperone
LP33039-6	COMPONENT	Sulforidazine
LP33040-4	COMPONENT	Sulpiride
LP33042-0	COMPONENT	Dothiepin sulfoxide
LP33045-3	COMPONENT	E-10-Hydroxynortriptyline
LP33046-1	COMPONENT	MTM1 gene
LP33047-9	COMPONENT	Chromosome 14 uniparental disomy
LP33048-7	COMPONENT	Perforin
LP33049-5	COMPONENT	MECP2 gene
LP33050-3	COMPONENT	MEFV gene
LP33051-1	COMPONENT	Dysferlin
LP33052-9	COMPONENT	Hemoglobin A2.prime
LP33053-7	COMPONENT	L-dopa decarboxylase
LP33054-5	COMPONENT	MELAS gene
LP33055-2	COMPONENT	Decanoate
LP33056-0	COMPONENT	Decenoate
LP33057-8	COMPONENT	Tetradecadienoate
LP33058-6	COMPONENT	Laurate
LP33059-4	COMPONENT	Lauroleate
LP33062-8	COMPONENT	Hexadecadienoate
LP33063-6	COMPONENT	Hexadecenoate
LP33065-1	COMPONENT	Myristate
LP33066-9	COMPONENT	Myristoleate
LP33068-5	COMPONENT	Docosenoate
LP33069-3	COMPONENT	Palmitoleate
LP33070-1	COMPONENT	Gamma linolenate
LP33071-9	COMPONENT	Alpha linolenate
LP33072-7	COMPONENT	Vaccenate
LP33073-5	COMPONENT	Arachidate
LP33074-3	COMPONENT	Nervonate
LP33075-0	COMPONENT	Homo-gamma linolenate
LP33076-8	COMPONENT	Mead acid
LP33077-6	COMPONENT	Eicosapentaenoate
LP33078-4	COMPONENT	Docosahexaenoate
LP33079-2	COMPONENT	Fatty acids.saturated
LP33081-8	COMPONENT	Fatty acids.monounsaturated
LP33083-4	COMPONENT	Fatty acids.polyunsaturated
LP33084-2	COMPONENT	Fatty acids.omega 3
LP33085-9	COMPONENT	Fatty acids.omega 6
LP33086-7	COMPONENT	Docosatetraenoate
LP33088-3	COMPONENT	Docosapentaenate w3
LP33089-1	COMPONENT	Docosapentaenate w6
LP33095-8	COMPONENT	Intrathecal pressure
LP33133-7	COMPONENT	Path report.addendum
LP33134-5	COMPONENT	Gleason score
LP33135-2	COMPONENT	Age at pathology Dx
LP33138-6	COMPONENT	MEN1 gene
LP33139-4	COMPONENT	Peroxide hemolysis
LP33140-2	COMPONENT	RPS6KA3 gene
LP33141-0	COMPONENT	UBE3A gene
LP33142-8	COMPONENT	TYR gene
LP33143-6	COMPONENT	PYGM gene
LP33144-4	COMPONENT	BTK gene
LP33145-1	COMPONENT	PAX3 gene
LP33146-9	COMPONENT	LMNA gene
LP33147-7	COMPONENT	FXN gene
LP33148-5	COMPONENT	PSEN1 gene
LP33150-1	COMPONENT	GJB2 gene
LP33151-9	COMPONENT	HYAL1 gene
LP33153-5	COMPONENT	CLA2 gene
LP33154-3	COMPONENT	Toxoplasma gondii HS
LP33155-0	COMPONENT	Toxoplasma gondii AC
LP33156-8	COMPONENT	Chromosome 11 uniparental disomy
LP33158-4	COMPONENT	TTR gene
LP33159-2	COMPONENT	TTR gene allele 2
LP33160-0	COMPONENT	TTR gene allele 1
LP33167-5	COMPONENT	Thermoactinomyces vulgaris 1
LP33168-3	COMPONENT	PMP22 gene allele 1
LP33169-1	COMPONENT	PMP22 gene allele 2
LP33170-9	COMPONENT	ASPA gene.p.Tyr231Ter
LP33171-7	COMPONENT	ASPA gene.p.Ala305Glu
LP33172-5	COMPONENT	Myotonic dystrophy gene
LP33173-3	COMPONENT	FSHD gene
LP33174-1	COMPONENT	COL1A1+COL1A2 gene
LP33175-8	COMPONENT	PABPN1 gene
LP33176-6	COMPONENT	TWIST1 gene
LP33177-4	COMPONENT	SMN1 gene
LP33178-2	COMPONENT	Mitochondria DNA
LP33179-0	COMPONENT	LHON syndrome gene
LP33180-8	COMPONENT	AR gene
LP33181-6	COMPONENT	PEO gene
LP33182-4	COMPONENT	Triglyceride.in lipoprotein (little a)
LP33183-2	COMPONENT	Triglyceride.in chylomicrons
LP33184-0	COMPONENT	Vitamin D+Metabolites
LP33185-7	COMPONENT	SCA1 gene
LP33186-5	COMPONENT	SCA2 gene
LP33187-3	COMPONENT	SCA2 gene allele 1.CAG repeats
LP33188-1	COMPONENT	SCA2 gene allele 2.CAG repeats
LP33189-9	COMPONENT	SCA1 gene allele 2.CAG repeats
LP33190-7	COMPONENT	SCA1 gene allele 1.CAG repeats
LP33194-9	COMPONENT	DMPK gene allele 2
LP33195-6	COMPONENT	DMPK gene allele 1
LP33196-4	COMPONENT	MJD gene
LP33197-2	COMPONENT	MJD gene allele 2.CAG repeats
LP33198-0	COMPONENT	MJD gene allele 1.CAG repeats
LP33199-8	COMPONENT	HNPCC genes
LP33200-4	COMPONENT	HEXA gene.c.IVS7+1G>A
LP33201-2	COMPONENT	HEXA gene.c.IVS12+1G>C
LP33203-8	COMPONENT	Galactomannan
LP33205-3	COMPONENT	Cholesterol.in lipoprotein (little a)
LP33206-1	COMPONENT	HEXA gene.p.Gly269Ser
LP33210-3	COMPONENT	Trienoate
LP33211-1	COMPONENT	ARSA gene
LP33212-9	COMPONENT	ARSA gene PD allele
LP33214-5	COMPONENT	ELN gene
LP33215-2	COMPONENT	Telomere analysis
LP33216-0	COMPONENT	AS+PWS gene
LP33217-8	COMPONENT	DNA index 2
LP33218-6	COMPONENT	DNA index 3
