# curie_map:
#   linkml: https://w3id.org/linkml/
#   sempav: https://w3id.org/sempav
#   loinc: https://loinc.org/ 
#   CHEBI: http://purl.obolibrary.org/obo/CHEBI_
#   skos: http://www.w3.org/2004/02/skos/core#
# license: https://github.com/mapping-commons/mapping-commons.github.io/blob/main/docs/original_license_applies.md
# mapping_date: '2022-02-23'
# mapping_set_id: http://w3id.org/mapping_commons/disease-mappings/onto-icd10
# mapping_tool: https://github.com/mapping-commons/sssom-py
subject_id	predicate_id	object_id	object_label	mapping_justification
loinc:LP18169-0	skos:exactMatch	CHEBI:8378	prednisolone	sempav:HumanCuration
loinc:LP18177-3	skos:exactMatch	CHEBI:132153	hyaluronate	sempav:HumanCuration
loinc:LP18183-1	skos:exactMatch	CHEBI:135276	dihydrocodeine	sempav:HumanCuration
loinc:LP18184-9	skos:exactMatch	CHEBI:80273	Parathyroid hormone	sempav:HumanCuration
loinc:LP18185-6	skos:exactMatch	CHEBI:6823	methdilazine	sempav:HumanCuration
loinc:LP18186-4	skos:exactMatch	CHEBI:8491	propiomazine	sempav:HumanCuration
loinc:LP18190-6	skos:exactMatch	CHEBI:15555	prostaglandin D2	sempav:HumanCuration
loinc:LP18191-4	skos:exactMatch	CHEBI:15553	prostaglandin F2alpha	sempav:HumanCuration
loinc:LP18214-4	skos:exactMatch	CHEBI:27518	acetylene	sempav:HumanCuration
loinc:LP18221-9	skos:exactMatch	CHEBI:134179	volatile organic compound	sempav:HumanCuration
loinc:LP18222-7	skos:exactMatch	CHEBI:85014	2,5-hexanedione	sempav:HumanCuration
loinc:LP18223-5	skos:exactMatch	CHEBI:28619	acrylamide	sempav:HumanCuration
loinc:LP18224-3	skos:exactMatch	CHEBI:16605	allyl alcohol	sempav:HumanCuration
loinc:LP18226-8	skos:exactMatch	CHEBI:63933	Aroclor 1254	sempav:HumanCuration
loinc:LP18227-6	skos:exactMatch	CHEBI:30363	isobutane	sempav:HumanCuration
loinc:LP18228-4	skos:exactMatch	CHEBI:81541	Oxychlordane	sempav:HumanCuration
loinc:LP182296-6	skos:exactMatch	CHEBI:85429	phosphatidylethanol	sempav:HumanCuration
loinc:LP18230-0	skos:exactMatch	CHEBI:47032	1,4-dioxane	sempav:HumanCuration
loinc:LP182301-4	skos:exactMatch	CHEBI:51041	acamprosate	sempav:HumanCuration
loinc:LP182315-4	skos:exactMatch	CHEBI:28094	2,2,2-trichloroethanol	sempav:HumanCuration
loinc:LP18232-6	skos:exactMatch	CHEBI:37144	epichlorohydrin	sempav:HumanCuration
loinc:LP18233-4	skos:exactMatch	CHEBI:25147	mandelate	sempav:HumanCuration
loinc:LP18234-2	skos:exactMatch	CHEBI:89993	4-Methyl-3-penten-2-one, 9CI	sempav:HumanCuration
loinc:LP18236-7	skos:exactMatch	CHEBI:19331	(2,4,5-trichlorophenoxy)acetate	sempav:HumanCuration
loinc:LP18237-5	skos:exactMatch	CHEBI:28618	1,4-dichlorobenzene	sempav:HumanCuration
loinc:LP18238-3	skos:exactMatch	CHEBI:42266	ethane	sempav:HumanCuration
loinc:LP18239-1	skos:exactMatch	CHEBI:16472	pentan-2-one	sempav:HumanCuration
loinc:LP18240-9	skos:exactMatch	CHEBI:28398	butan-2-one	sempav:HumanCuration
loinc:LP182416-0	skos:exactMatch	CHEBI:73103	3-hydroxyeicosanoylcarnitine	sempav:HumanCuration
loinc:LP18241-7	skos:exactMatch	CHEBI:5672	heptan-2-one	sempav:HumanCuration
loinc:LP18242-5	skos:exactMatch	CHEBI:88432	5-methyl-2-hexanone	sempav:HumanCuration
loinc:LP18243-3	skos:exactMatch	CHEBI:82344	Methyl isobutyl ketone	sempav:HumanCuration
loinc:LP18244-1	skos:exactMatch	CHEBI:89206	2-Oxohexane	sempav:HumanCuration
loinc:LP18246-6	skos:exactMatch	CHEBI:25562	nitrophenol	sempav:HumanCuration
loinc:LP18248-2	skos:exactMatch	CHEBI:32879	propane	sempav:HumanCuration
loinc:LP18249-0	skos:exactMatch	CHEBI:48236	trichlorofluoromethane	sempav:HumanCuration
loinc:LP18252-4	skos:exactMatch	CHEBI:28054	o-cresol	sempav:HumanCuration
loinc:LP18253-2	skos:exactMatch	CHEBI:27750	ethyl acetate	sempav:HumanCuration
loinc:LP18260-7	skos:exactMatch	CHEBI:16038	phosphatidylethanolamine	sempav:HumanCuration
loinc:LP18266-4	skos:exactMatch	CHEBI:60739	beta-D-GlcA3S-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer	sempav:HumanCuration
loinc:LP18278-9	skos:exactMatch	CHEBI:80269	Motilin	sempav:HumanCuration
loinc:LP183524-0	skos:exactMatch	CHEBI:70707	vilazodone	sempav:HumanCuration
loinc:LP183525-7	skos:exactMatch	CHEBI:135119	desomorphine	sempav:HumanCuration
loinc:LP183621-4	skos:exactMatch	CHEBI:28757	fructose	sempav:HumanCuration
loinc:LP183644-6	skos:exactMatch	CHEBI:93369	8-[4,4-bis(4-fluorophenyl)butyl]-1-phenyl-1,3,8-triazaspiro[4.5]decan-4-one	sempav:HumanCuration
loinc:LP18367-0	skos:exactMatch	CHEBI:77635	calcium phosphate	sempav:HumanCuration
loinc:LP18368-8	skos:exactMatch	CHEBI:30145	lithium atom	sempav:HumanCuration
loinc:LP18371-2	skos:exactMatch	CHEBI:139473	monoacetyldapsone	sempav:HumanCuration
loinc:LP18375-3	skos:exactMatch	CHEBI:42724	(R)-amphetamine	sempav:HumanCuration
loinc:LP18379-5	skos:exactMatch	CHEBI:18329	5alpha-androstane-3beta,17beta-diol	sempav:HumanCuration
loinc:LP18380-3	skos:exactMatch	CHEBI:139271	6beta-hydroxycortisol	sempav:HumanCuration
loinc:LP18382-9	skos:exactMatch	CHEBI:28748	doxorubicin	sempav:HumanCuration
loinc:LP18383-7	skos:exactMatch	CHEBI:18358	methoxsalen	sempav:HumanCuration
loinc:LP18384-5	skos:exactMatch	CHEBI:6954	Mitotane	sempav:HumanCuration
loinc:LP18388-6	skos:exactMatch	CHEBI:36015	1,1,1-trichloroethane	sempav:HumanCuration
loinc:LP18390-2	skos:exactMatch	CHEBI:28488	m-xylene	sempav:HumanCuration
loinc:LP18391-0	skos:exactMatch	CHEBI:15767	dichloromethane	sempav:HumanCuration
loinc:LP18392-8	skos:exactMatch	CHEBI:28063	o-xylene	sempav:HumanCuration
loinc:LP18393-6	skos:exactMatch	CHEBI:27417	p-xylene	sempav:HumanCuration
loinc:LP18399-3	skos:exactMatch	CHEBI:82955	2-ethylhydracrylate	sempav:HumanCuration
loinc:LP18400-9	skos:exactMatch	CHEBI:133082	(2R,3R)-2-hydroxy-3-methylpentanoate	sempav:HumanCuration
loinc:LP18401-7	skos:exactMatch	CHEBI:17023	2-hydroxyadipic acid	sempav:HumanCuration
loinc:LP18402-5	skos:exactMatch	CHEBI:133791	2-hydroxybutyrates	sempav:HumanCuration
loinc:LP18403-3	skos:exactMatch	CHEBI:132941	2-hydroxyglutarate	sempav:HumanCuration
loinc:LP18404-1	skos:exactMatch	CHEBI:59783	2-hydroxy-4-methylvaleric acid	sempav:HumanCuration
loinc:LP18405-8	skos:exactMatch	CHEBI:64669	2-hydroxy-3-methylbutyrate	sempav:HumanCuration
loinc:LP18406-6	skos:exactMatch	CHEBI:37051	3-hydroxy-2-methylbutanoic acid	sempav:HumanCuration
loinc:LP18407-4	skos:exactMatch	CHEBI:28654	3-methyl-2-oxovalerate	sempav:HumanCuration
loinc:LP18408-2	skos:exactMatch	CHEBI:19738	2-oxoadipate	sempav:HumanCuration
loinc:LP18410-8	skos:exactMatch	CHEBI:11851	3-methyl-2-oxobutanoate	sempav:HumanCuration
loinc:LP18412-4	skos:exactMatch	CHEBI:30920	3-hydroxy-3-methylglutarate(1-)	sempav:HumanCuration
loinc:LP18413-2	skos:exactMatch	CHEBI:89205	3-Hydroxyadipic acid	sempav:HumanCuration
loinc:LP18415-7	skos:exactMatch	CHEBI:39980	3-hydroxyglutaric acid	sempav:HumanCuration
loinc:LP18416-5	skos:exactMatch	CHEBI:11805	3-hydroxyisobutyrate	sempav:HumanCuration
loinc:LP18417-3	skos:exactMatch	CHEBI:16510	3-hydroxypropionate	sempav:HumanCuration
loinc:LP18418-1	skos:exactMatch	CHEBI:139272	3-hydroxypentanoic acid	sempav:HumanCuration
loinc:LP18420-7	skos:exactMatch	CHEBI:37245	(E)-3-methylglutaconic acid	sempav:HumanCuration
loinc:LP18421-5	skos:exactMatch	CHEBI:68566	3-methylglutaric acid	sempav:HumanCuration
loinc:LP18423-1	skos:exactMatch	CHEBI:48999	4-hydroxyphenylacetate	sempav:HumanCuration
loinc:LP18425-6	skos:exactMatch	CHEBI:15999	(4-hydroxyphenyl)pyruvic acid	sempav:HumanCuration
loinc:LP18426-4	skos:exactMatch	CHEBI:132985	5-hydroxyhexanoate	sempav:HumanCuration
loinc:LP18427-2	skos:exactMatch	CHEBI:16010	5-oxoproline	sempav:HumanCuration
loinc:LP18428-0	skos:exactMatch	CHEBI:22210	aconitate(3-)	sempav:HumanCuration
loinc:LP18430-6	skos:exactMatch	CHEBI:132955	azelaate	sempav:HumanCuration
loinc:LP18431-4	skos:exactMatch	CHEBI:17126	carnitine	sempav:HumanCuration
loinc:LP18433-0	skos:exactMatch	CHEBI:89730	cis-4-Decenedioic acid	sempav:HumanCuration
loinc:LP18434-8	skos:exactMatch	CHEBI:76273	dodecanedioate(2-)	sempav:HumanCuration
loinc:LP18436-3	skos:exactMatch	CHEBI:24308	glutaconate	sempav:HumanCuration
loinc:LP18437-1	skos:exactMatch	CHEBI:24329	glutarate	sempav:HumanCuration
loinc:LP18438-9	skos:exactMatch	CHEBI:36655	glyoxylate	sempav:HumanCuration
loinc:LP18440-5	skos:exactMatch	CHEBI:24885	isocitrate	sempav:HumanCuration
loinc:LP18441-3	skos:exactMatch	CHEBI:25115	malate	sempav:HumanCuration
loinc:LP18443-9	skos:exactMatch	CHEBI:132961	methylsuccinate	sempav:HumanCuration
loinc:LP18444-7	skos:exactMatch	CHEBI:25350	mevalonate	sempav:HumanCuration
loinc:LP18445-4	skos:exactMatch	CHEBI:21547	N-acetyl-L-aspartic acid	sempav:HumanCuration
loinc:LP18446-2	skos:exactMatch	CHEBI:68561	N-acetyltyrosine	sempav:HumanCuration
loinc:LP18447-0	skos:exactMatch	CHEBI:29009	N(tele)-methylhistamine	sempav:HumanCuration
loinc:LP18448-8	skos:exactMatch	CHEBI:25646	octanoate	sempav:HumanCuration
loinc:LP18449-6	skos:exactMatch	CHEBI:36175	octenedioate	sempav:HumanCuration
loinc:LP18450-4	skos:exactMatch	CHEBI:18401	phenylacetate	sempav:HumanCuration
loinc:LP18451-2	skos:exactMatch	CHEBI:25997	phenyllactate	sempav:HumanCuration
loinc:LP18453-8	skos:exactMatch	CHEBI:132954	sebacate	sempav:HumanCuration
loinc:LP18454-6	skos:exactMatch	CHEBI:132953	suberate	sempav:HumanCuration
loinc:LP18455-3	skos:exactMatch	CHEBI:17568	uracil	sempav:HumanCuration
loinc:LP18475-1	skos:exactMatch	CHEBI:89510	Deoxypyridinoline	sempav:HumanCuration
loinc:LP18477-7	skos:exactMatch	CHEBI:23965	estradiol	sempav:HumanCuration
loinc:LP18481-9	skos:exactMatch	CHEBI:6710	meclofenamic acid	sempav:HumanCuration
loinc:LP18482-7	skos:exactMatch	CHEBI:7627	norethisterone	sempav:HumanCuration
loinc:LP18483-5	skos:exactMatch	CHEBI:28315	alloxanthine	sempav:HumanCuration
loinc:LP18484-3	skos:exactMatch	CHEBI:41774	tamoxifen	sempav:HumanCuration
loinc:LP18491-8	skos:exactMatch	CHEBI:36015	1,1,1-trichloroethane	sempav:HumanCuration
loinc:LP18504-8	skos:exactMatch	CHEBI:135227	butriptyline	sempav:HumanCuration
loinc:LP18506-3	skos:exactMatch	CHEBI:51209	pseudoephedrine	sempav:HumanCuration
loinc:LP18511-3	skos:exactMatch	CHEBI:47772	delta-tocopherol	sempav:HumanCuration
loinc:LP18512-1	skos:exactMatch	CHEBI:26334	prostaglandins A	sempav:HumanCuration
loinc:LP18544-4	skos:exactMatch	CHEBI:16962	cortisone	sempav:HumanCuration
loinc:LP18545-1	skos:exactMatch	CHEBI:16004	(R)-lactate	sempav:HumanCuration
loinc:LP18549-3	skos:exactMatch	CHEBI:41879	dexamethasone	sempav:HumanCuration
loinc:LP18550-1	skos:exactMatch	CHEBI:4474	dezocine	sempav:HumanCuration
loinc:LP18551-9	skos:exactMatch	CHEBI:41922	diethylstilbestrol	sempav:HumanCuration
loinc:LP18552-7	skos:exactMatch	CHEBI:39669	diflunisal	sempav:HumanCuration
loinc:LP18555-0	skos:exactMatch	CHEBI:132842	sulfapyridine	sempav:HumanCuration
loinc:LP18570-9	skos:exactMatch	CHEBI:89455	18-Hydroxycortisol	sempav:HumanCuration
loinc:LP18572-5	skos:exactMatch	CHEBI:41321	cholesterol sulfate	sempav:HumanCuration
loinc:LP18573-3	skos:exactMatch	CHEBI:80349	gamma-Melanotropin	sempav:HumanCuration
loinc:LP185757-4	skos:exactMatch	CHEBI:81573	Resistin	sempav:HumanCuration
loinc:LP18575-8	skos:exactMatch	CHEBI:132918	1-methyl-4-imidazoleacetate	sempav:HumanCuration
loinc:LP18579-0	skos:exactMatch	CHEBI:26455	pyrroles	sempav:HumanCuration
loinc:LP18583-2	skos:exactMatch	CHEBI:50673	methimazole	sempav:HumanCuration
loinc:LP18586-5	skos:exactMatch	CHEBI:7772	omeprazole	sempav:HumanCuration
loinc:LP18587-3	skos:exactMatch	CHEBI:135047	phenyltoloxamine	sempav:HumanCuration
loinc:LP18588-1	skos:exactMatch	CHEBI:8364	prazosin	sempav:HumanCuration
loinc:LP185931-5	skos:exactMatch	CHEBI:17168	5alpha-cholest-7-en-3beta-ol	sempav:HumanCuration
loinc:LP185933-1	skos:exactMatch	CHEBI:64561	lysophosphatidylcholine 18:0	sempav:HumanCuration
loinc:LP185934-9	skos:exactMatch	CHEBI:64563	lysophosphatidylcholine 16:0	sempav:HumanCuration
loinc:LP18608-7	skos:exactMatch	CHEBI:44884	pentan-1-ol	sempav:HumanCuration
loinc:LP18609-5	skos:exactMatch	CHEBI:38682	bromoform	sempav:HumanCuration
loinc:LP18610-3	skos:exactMatch	CHEBI:4792	enflurane	sempav:HumanCuration
loinc:LP18611-1	skos:exactMatch	CHEBI:6843	methoxyflurane	sempav:HumanCuration
loinc:LP18612-9	skos:exactMatch	CHEBI:1391	3,4-methylenedioxymethamphetamine	sempav:HumanCuration
loinc:LP18613-7	skos:exactMatch	CHEBI:31328	butyl acetate	sempav:HumanCuration
loinc:LP186173-3	skos:exactMatch	CHEBI:16608	5alpha-cholest-8-en-3beta-ol	sempav:HumanCuration
loinc:LP18627-7	skos:exactMatch	CHEBI:8107	phenytoin	sempav:HumanCuration
loinc:LP18633-5	skos:exactMatch	CHEBI:28421	coproporphyrin I	sempav:HumanCuration
loinc:LP18645-9	skos:exactMatch	CHEBI:59359	hexacarboxylic acid	sempav:HumanCuration
loinc:LP18646-7	skos:exactMatch	CHEBI:59559	mesoporphyrins	sempav:HumanCuration
loinc:LP18650-9	skos:exactMatch	CHEBI:35743	pentacarboxylic acid	sempav:HumanCuration
loinc:LP18653-3	skos:exactMatch	CHEBI:27484	uroporphyrin I	sempav:HumanCuration
loinc:LP18654-1	skos:exactMatch	CHEBI:15436	uroporphyrin III	sempav:HumanCuration
loinc:LP18655-8	skos:exactMatch	CHEBI:23965	estradiol	sempav:HumanCuration
loinc:LP18666-5	skos:exactMatch	CHEBI:17263	estrone	sempav:HumanCuration
loinc:LP18778-8	skos:exactMatch	CHEBI:17474	estrone 3-sulfate	sempav:HumanCuration
loinc:LP18783-8	skos:exactMatch	CHEBI:28901	busulfan	sempav:HumanCuration
loinc:LP18787-9	skos:exactMatch	CHEBI:76983	N-sulfonylurea	sempav:HumanCuration
loinc:LP18790-3	skos:exactMatch	CHEBI:16933	ergosterol	sempav:HumanCuration
loinc:LP18811-7	skos:exactMatch	CHEBI:17347	testosterone	sempav:HumanCuration
loinc:LP188448-7	skos:exactMatch	CHEBI:79870	5beta-Pregnane-3alpha,17alpha,20alpha-triol-11-one	sempav:HumanCuration
loinc:LP18863-8	skos:exactMatch	CHEBI:4717	droperidol	sempav:HumanCuration
loinc:LP18864-6	skos:exactMatch	CHEBI:8613	psilocin	sempav:HumanCuration
loinc:LP18865-3	skos:exactMatch	CHEBI:34852	mirex	sempav:HumanCuration
loinc:LP18867-9	skos:exactMatch	CHEBI:134796	etilamfetamine	sempav:HumanCuration
loinc:LP18868-7	skos:exactMatch	CHEBI:2679	amphetamine	sempav:HumanCuration
loinc:LP188755-5	skos:exactMatch	CHEBI:33344	niobium atom	sempav:HumanCuration
loinc:LP18881-0	skos:exactMatch	CHEBI:46790	2-methoxyethanol	sempav:HumanCuration
loinc:LP18882-8	skos:exactMatch	CHEBI:30089	acetate	sempav:HumanCuration
loinc:LP18883-6	skos:exactMatch	CHEBI:3112	biperiden	sempav:HumanCuration
loinc:LP18884-4	skos:exactMatch	CHEBI:2564	aldrin	sempav:HumanCuration
loinc:LP18887-7	skos:exactMatch	CHEBI:27971	2-aminoisobutyric acid	sempav:HumanCuration
loinc:LP18892-7	skos:exactMatch	CHEBI:35623	anticonvulsant	sempav:HumanCuration
loinc:LP18893-5	skos:exactMatch	CHEBI:35469	antidepressant	sempav:HumanCuration
loinc:LP18896-8	skos:exactMatch	CHEBI:46661	asbestos	sempav:HumanCuration
loinc:LP18897-6	skos:exactMatch	CHEBI:2946	azatadine	sempav:HumanCuration
loinc:LP18898-4	skos:exactMatch	CHEBI:2948	azathioprine	sempav:HumanCuration
loinc:LP18902-4	skos:exactMatch	CHEBI:17169	benzaldehyde	sempav:HumanCuration
loinc:LP18904-0	skos:exactMatch	CHEBI:3032	benzonatate	sempav:HumanCuration
loinc:LP18905-7	skos:exactMatch	CHEBI:41308	benzophenone	sempav:HumanCuration
loinc:LP18906-5	skos:exactMatch	CHEBI:38454	benzohydrazide	sempav:HumanCuration
loinc:LP18907-3	skos:exactMatch	CHEBI:3084	bethanechol	sempav:HumanCuration
loinc:LP18911-5	skos:exactMatch	CHEBI:59177	bromazine	sempav:HumanCuration
loinc:LP18913-1	skos:exactMatch	CHEBI:17968	butyrate	sempav:HumanCuration
loinc:LP18914-9	skos:exactMatch	CHEBI:3380	captopril	sempav:HumanCuration
loinc:LP18915-6	skos:exactMatch	CHEBI:3398	carbinoxamine	sempav:HumanCuration
loinc:LP18916-4	skos:exactMatch	CHEBI:16646	carbohydrate	sempav:HumanCuration
loinc:LP18919-8	skos:exactMatch	CHEBI:3547	cephradine	sempav:HumanCuration
loinc:LP18921-4	skos:exactMatch	CHEBI:94402	1-[(4-chlorophenyl)-phenylmethyl]-4-methylpiperazine	sempav:HumanCuration
loinc:LP18922-2	skos:exactMatch	CHEBI:23116	chlorine atom	sempav:HumanCuration
loinc:LP18930-5	skos:exactMatch	CHEBI:25399	cresol	sempav:HumanCuration
loinc:LP18931-3	skos:exactMatch	CHEBI:18099	cyclohexanol	sempav:HumanCuration
loinc:LP18932-1	skos:exactMatch	CHEBI:4046	cyproheptadine	sempav:HumanCuration
loinc:LP18941-2	skos:exactMatch	CHEBI:81856	dicamba	sempav:HumanCuration
loinc:LP18943-8	skos:exactMatch	CHEBI:23697	dichlorobenzene	sempav:HumanCuration
loinc:LP189445-2	skos:exactMatch	CHEBI:75431	ghrelin	sempav:HumanCuration
loinc:LP18945-3	skos:exactMatch	CHEBI:34690	dichlorvos	sempav:HumanCuration
loinc:LP18946-1	skos:exactMatch	CHEBI:4514	dicyclomine	sempav:HumanCuration
loinc:LP18947-9	skos:exactMatch	CHEBI:4527	diethylcarbamazine	sempav:HumanCuration
loinc:LP18948-7	skos:exactMatch	CHEBI:39352	dinitrophenol	sempav:HumanCuration
loinc:LP18959-4	skos:exactMatch	CHEBI:4909	etodolac	sempav:HumanCuration
loinc:LP18960-2	skos:exactMatch	CHEBI:82125	Fenchlorphos	sempav:HumanCuration
loinc:LP18962-8	skos:exactMatch	CHEBI:38824	fluorocarbon	sempav:HumanCuration
loinc:LP18968-5	skos:exactMatch	CHEBI:5551	Guaifenesin	sempav:HumanCuration
loinc:LP18974-3	skos:exactMatch	CHEBI:39227	hexachloroethane	sempav:HumanCuration
loinc:LP18979-2	skos:exactMatch	CHEBI:69919	Hydrastine	sempav:HumanCuration
loinc:LP18980-0	skos:exactMatch	CHEBI:17594	hydroquinone	sempav:HumanCuration
loinc:LP18985-9	skos:exactMatch	CHEBI:6128	ketoprofen	sempav:HumanCuration
loinc:LP18986-7	skos:exactMatch	CHEBI:6129	ketorolac	sempav:HumanCuration
loinc:LP18988-3	skos:exactMatch	CHEBI:50503	laxative	sempav:HumanCuration
loinc:LP18990-9	skos:exactMatch	CHEBI:15904	long-chain fatty acid	sempav:HumanCuration
loinc:LP18991-7	skos:exactMatch	CHEBI:6532	loperamide	sempav:HumanCuration
loinc:LP18992-5	skos:exactMatch	CHEBI:135568	lorcainide	sempav:HumanCuration
loinc:LP189964-2	skos:exactMatch	CHEBI:39150	4-oxopentanoate	sempav:HumanCuration
loinc:LP190670-2	skos:exactMatch	CHEBI:3168	Brassicasterol	sempav:HumanCuration
loinc:LP190767-6	skos:exactMatch	CHEBI:133708	3-methoxytyramine sulfate	sempav:HumanCuration
loinc:LP19139-2	skos:exactMatch	CHEBI:6717	mefenamic acid	sempav:HumanCuration
loinc:LP19140-0	skos:exactMatch	CHEBI:25187	p-menthan-3-ol	sempav:HumanCuration
loinc:LP19143-4	skos:exactMatch	CHEBI:25218	methacrylate	sempav:HumanCuration
loinc:LP19144-2	skos:exactMatch	CHEBI:32506	4,4'-diaminodiphenylmethane	sempav:HumanCuration
loinc:LP19145-9	skos:exactMatch	CHEBI:6874	Methylergonovine	sempav:HumanCuration
loinc:LP19146-7	skos:exactMatch	CHEBI:61092	3-methylfentanyl	sempav:HumanCuration
loinc:LP19147-5	skos:exactMatch	CHEBI:88374	2-Methylpentane	sempav:HumanCuration
loinc:LP19148-3	skos:exactMatch	CHEBI:6923	miconazole	sempav:HumanCuration
loinc:LP19149-1	skos:exactMatch	CHEBI:6942	minoxidil	sempav:HumanCuration
loinc:LP19150-9	skos:exactMatch	CHEBI:6950	mirtazapine	sempav:HumanCuration
loinc:LP19164-0	skos:exactMatch	CHEBI:7514	neostigmine	sempav:HumanCuration
loinc:LP19167-3	skos:exactMatch	CHEBI:43098	heptane	sempav:HumanCuration
loinc:LP19169-9	skos:exactMatch	CHEBI:7596	nitroprusside	sempav:HumanCuration
loinc:LP19170-7	skos:exactMatch	CHEBI:7601	nizatidine	sempav:HumanCuration
loinc:LP19171-5	skos:exactMatch	CHEBI:116225	nomifensine	sempav:HumanCuration
loinc:LP19173-1	skos:exactMatch	CHEBI:28831	propan-1-ol	sempav:HumanCuration
loinc:LP19175-6	skos:exactMatch	CHEBI:25629	octadecanoate	sempav:HumanCuration
loinc:LP19176-4	skos:exactMatch	CHEBI:30687	osmium atom	sempav:HumanCuration
loinc:LP191898-8	skos:exactMatch	CHEBI:94316	6-methoxy-N-[(1-prop-2-enyl-2-pyrrolidinyl)methyl]-2H-benzotriazole-5-carboxamide	sempav:HumanCuration
loinc:LP191905-1	skos:exactMatch	CHEBI:31190	alminoprofen	sempav:HumanCuration
loinc:LP19196-2	skos:exactMatch	CHEBI:37830	pentane	sempav:HumanCuration
loinc:LP19197-0	skos:exactMatch	CHEBI:71416	phenazopyridine	sempav:HumanCuration
loinc:LP19198-8	skos:exactMatch	CHEBI:34922	Picloram	sempav:HumanCuration
loinc:LP19200-2	skos:exactMatch	CHEBI:33388	plutonium atom	sempav:HumanCuration
loinc:LP19201-0	skos:exactMatch	CHEBI:134049	polybromobiphenyl	sempav:HumanCuration
loinc:LP19203-6	skos:exactMatch	CHEBI:26333	prostaglandin	sempav:HumanCuration
loinc:LP19205-1	skos:exactMatch	CHEBI:8711	quinacrine	sempav:HumanCuration
loinc:LP19211-9	skos:exactMatch	CHEBI:16179	retinyl ester	sempav:HumanCuration
loinc:LP19216-8	skos:exactMatch	CHEBI:9014	salsalate	sempav:HumanCuration
loinc:LP19230-9	skos:exactMatch	CHEBI:25704	organic sulfate	sempav:HumanCuration
loinc:LP19232-5	skos:exactMatch	CHEBI:26876	terpineol	sempav:HumanCuration
loinc:LP19233-3	skos:exactMatch	CHEBI:26886	testosterones	sempav:HumanCuration
loinc:LP19234-1	skos:exactMatch	CHEBI:27841	DDD	sempav:HumanCuration
loinc:LP19235-8	skos:exactMatch	CHEBI:36026	1,1,2,2-tetrachloroethane	sempav:HumanCuration
loinc:LP19236-6	skos:exactMatch	CHEBI:30182	tetraethyllead	sempav:HumanCuration
loinc:LP19237-4	skos:exactMatch	CHEBI:9519	thebaine	sempav:HumanCuration
loinc:LP19239-0	skos:exactMatch	CHEBI:63631	topiramate	sempav:HumanCuration
loinc:LP19240-8	skos:exactMatch	CHEBI:77850	toxaphene	sempav:HumanCuration
loinc:LP19242-4	skos:exactMatch	CHEBI:19331	(2,4,5-trichlorophenoxy)acetate	sempav:HumanCuration
loinc:LP19244-0	skos:exactMatch	CHEBI:9754	tris	sempav:HumanCuration
loinc:LP19245-7	skos:exactMatch	CHEBI:16765	tryptamine	sempav:HumanCuration
loinc:LP19246-5	skos:exactMatch	CHEBI:28509	chloroethene	sempav:HumanCuration
loinc:LP19264-8	skos:exactMatch	CHEBI:46245	coenzyme Q10	sempav:HumanCuration
loinc:LP19267-1	skos:exactMatch	CHEBI:15570	D-alanine	sempav:HumanCuration
loinc:LP19289-5	skos:exactMatch	CHEBI:27642	methyl tert-butyl ether	sempav:HumanCuration
loinc:LP19290-3	skos:exactMatch	CHEBI:143460	hydroxyitraconazole	sempav:HumanCuration
loinc:LP19293-7	skos:exactMatch	CHEBI:34842	Methyl parathion	sempav:HumanCuration
loinc:LP19294-5	skos:exactMatch	CHEBI:22629	arsenate ion	sempav:HumanCuration
loinc:LP19295-2	skos:exactMatch	CHEBI:30621	diarsenic trioxide	sempav:HumanCuration
loinc:LP19299-4	skos:exactMatch	CHEBI:36693	1,3-dichlorobenzene	sempav:HumanCuration
loinc:LP19300-0	skos:exactMatch	CHEBI:35290	1,2-dichlorobenzene	sempav:HumanCuration
loinc:LP19301-8	skos:exactMatch	CHEBI:73024	O-acetylcarnitine	sempav:HumanCuration
loinc:LP19303-4	skos:exactMatch	CHEBI:28867	O-propanoylcarnitine	sempav:HumanCuration
loinc:LP19304-2	skos:exactMatch	CHEBI:7676	O-butanoylcarnitine	sempav:HumanCuration
loinc:LP19305-9	skos:exactMatch	CHEBI:84898	(R)-crotonylcarnitine	sempav:HumanCuration
loinc:LP19306-7	skos:exactMatch	CHEBI:73025	O-isovalerylcarnitine	sempav:HumanCuration
loinc:LP19307-5	skos:exactMatch	CHEBI:72995	3-hydroxybutyrylcarnitine	sempav:HumanCuration
loinc:LP19308-3	skos:exactMatch	CHEBI:70749	O-hexanoylcarnitine	sempav:HumanCuration
loinc:LP19309-1	skos:exactMatch	CHEBI:73027	3-hydroxyisovalerylcarnitine	sempav:HumanCuration
loinc:LP19311-7	skos:exactMatch	CHEBI:73031	O-methylmalonylcarnitine	sempav:HumanCuration
loinc:LP19312-5	skos:exactMatch	CHEBI:86052	O-octenoylcarnitine	sempav:HumanCuration
loinc:LP19313-3	skos:exactMatch	CHEBI:73039	O-octanoylcarnitine	sempav:HumanCuration
loinc:LP19314-1	skos:exactMatch	CHEBI:73040	O-glutarylcarnitine	sempav:HumanCuration
loinc:LP19315-8	skos:exactMatch	CHEBI:68568	O-adipoylcarnitine	sempav:HumanCuration
